,prime,target,group,pair_index,mask,l1_l2,key_name,correct,response_time,key_tDown,fixation_dur,bm_dur,prime_dur,fm_dur,target_dur
10,TARDE,evening,congruent,40,DLTYZHBG,PorEng,z,True,0.7269036999787204,195242.9532426,0.6854940000048373,0.09816509997472167,0.04991240001982078,0.05162959999870509,0.9644494999956805
11,GARGANTA,throat,congruent,8,RQZSUBPY,PorEng,m,True,0.687825500004692,195244.7991458,0.6898647999914829,0.094050799991237,0.049739700014470145,0.05200699999113567,0.9133727000153158
12,BELHOR,better,control,133,SSGZOHMF,PorEng,z,True,0.6151807999995071,195246.5591465,0.687732499995036,0.09581470000557601,0.05007280001882464,0.051694099995074794,0.8657048000022769
13,GATO,cat,congruent,24,WVRAMTSX,PorEng,m,True,0.53401259999373,195248.2622537,0.6860386999906041,0.0975015000149142,0.05002090000198223,0.05169769999338314,0.7544797000009567
14,PETIGO,danger,control,145,AOMSDOTI,PorEng,z,True,0.6143974000005983,195250.0091683,0.6855971999757458,0.09804030001396313,0.04996100001153536,0.05153569998219609,0.8199793999956455
15,PEIXE,bridge,incongruent,63,GEEYZUKX,PorEng,z,False,0.5020121000125073,195251.6311731,0.6863025999919046,0.09742659999756142,0.05005590000655502,0.05212680000113323,0.7281376000028104
16,LEI,ugly,incongruent,82,XVZMLOZX,PorEng,z,True,0.9172458999964874,195255.0301989,0.6871975999965798,0.09640680000302382,0.050062800000887364,0.051717599999392405,1.1402184999897145
17,SECO,dream,incongruent,88,AACJXAOK,PorEng,m,False,0.7137435999757145,195256.8772151,0.6883361000218429,0.09536219999426976,0.04994820000138134,0.05201620000298135,0.9614593999867793
18,CHOTER,rain,control,149,FJSLQHUP,PorEng,z,True,0.8889475000032689,195260.2702025,0.6885861000046134,0.09513169998535886,0.04998080001678318,0.05145879997871816,1.1128517000179272
19,LAGO,lake,congruent,9,GFQCANVX,PorEng,m,True,0.5804523999977391,195261.9952882,0.687113899999531,0.09650270000565797,0.05005180000443943,0.05164529997273348,0.7673179000266828
20,APEGRIA,joy,control,130,WTFODQOT,PorEng,z,True,0.6269437999872025,195263.7252734,0.687502399989171,0.09616770001593977,0.05023189997882582,0.05133170000044629,0.8380201999971177
21,FEIO,ugly,congruent,31,NJKNCAZH,PorEng,z,True,0.687456400017254,195265.5371263,0.6869940000178758,0.09664449997944757,0.0499685000104364,0.05207529998733662,0.8941743000177667
22,SEMATA,week,control,139,MMSTWITZ,PorEng,z,True,0.5924981000134721,195267.2592895,0.6864461000077426,0.09705290000420064,0.04997500000172295,0.051925200008554384,0.8216013999772258
23,DEÃO,lion,control,123,MPHYTIJX,PorEng,m,True,0.5864780000119936,195268.9871402,0.6879472000000533,0.0955956999969203,0.05005049999454059,0.0520156999991741,0.8057130000088364
24,FUNDO,bottom,congruent,41,AGPVBXYX,PorEng,z,True,0.7330439000215847,195270.8501268,0.689027399988845,0.09478060001856647,0.04983839998021722,0.051805199997033924,0.9468733000103384
25,CHOVER,late,incongruent,99,FFTLJJAA,PorEng,z,True,0.639004999975441,195272.6241117,0.6860962000209838,0.09751819999655709,0.04999569998471998,0.05223260002094321,0.8819381999783218
26,LEÃO,wardrobe,incongruent,73,HZRQNVDT,PorEng,z,False,0.7585253000142984,195274.5442916,0.6861175000085495,0.09748289998969994,0.049867200024891645,0.05240739998407662,0.9882609999913257
27,MORANGO,strawberry,congruent,7,FZYQTMNW,PorEng,z,False,0.7852535999845713,195277.822146,0.6865394000196829,0.09694309998303652,0.049981100019067526,0.052782999991904944,0.9982430999807548
28,METADE,half,congruent,34,YCOZYJDE,PorEng,z,True,0.7079658999864478,195280.9944996,0.6866157000185922,0.09693919998244382,0.050027299992507324,0.05223370000021532,0.89075680001406
29,MELHOR,better,congruent,33,BWYJIRNE,PorEng,z,True,0.625654300005408,195282.7282919,0.6876598999951966,0.09598199999891222,0.049982700002146885,0.05145060000359081,0.8427021999959834
30,DANTAR,sing,control,146,PSCSPAGN,PorEng,z,True,0.7371383999998216,195284.5901299,0.6873898000048939,0.09650340001098812,0.04992729998775758,0.05119500000728294,0.9634624000173062
31,TOSSE,autumn,incongruent,94,TKMLEPTU,PorEng,z,True,0.7072010999836493,195286.4441271,0.6866896999999881,0.09692279997398145,0.050067100004525855,0.05135419999714941,0.9234871000226121
32,MOMENTO,bottom,incongruent,92,TTTUIJZS,PorEng,m,False,0.6630844999745023,195288.2351227,0.687121399998432,0.09658059998764656,0.049969600018812343,0.05193339998368174,0.8704870000074152
33,FEIO,joy,incongruent,81,ODETGLSQ,PorEng,z,True,0.6116067999973893,195291.3003504,0.6875115000002552,0.09631899997475557,0.049921900004846975,0.05158660002052784,0.814264299988281
34,DÚCIDA,doubt,control,126,XNFGQZPL,PorEng,z,True,0.6160372000013012,195293.055107,0.6894749000202864,0.11075959997833706,0.05005000001983717,0.05187500000465661,0.852791499986779
35,SUABE,soft,control,127,DWUJYVQV,PorEng,z,True,0.633957999991253,195294.8403549,0.6876812999835238,0.09603590000187978,0.04990790001465939,0.051902599981985986,0.8520170000265352
36,SUAVE,soft,congruent,27,YLWUHAMR,PorEng,z,True,0.6295646000071429,195296.6022442,0.6885085999965668,0.09514590000617318,0.04994139997870661,0.05094330001156777,0.8391723000095226
37,FOGO,bike,incongruent,65,PQGIMCTN,PorEng,m,True,0.7355855999921914,195298.4641274,0.6890159999893513,0.09484669999801554,0.04985580002539791,0.05578399999649264,0.9474465999810491
38,DENTE,tooth,congruent,19,TSWFIUDJ,PorEng,z,False,0.5926884000073187,195300.1832732,0.6899334999907296,0.09394210000755265,0.04971570000634529,0.05136250000214204,0.8150807999772951
39,COELHO,rabbit,congruent,21,WGLFMZSU,PorEng,z,False,0.8803694999951404,195303.5731143,0.6869412999949418,0.09666020001168363,0.050028700003167614,0.05301519998465665,1.0642060000100173
40,FUNDO,evening,incongruent,91,IESVDSSV,PorEng,z,True,0.6957110000075772,195306.7052391,0.6877687000087462,0.09584580000955611,0.05000369998742826,0.05157290000352077,0.9044071999960579
41,TRISTUZA,sadness,control,135,YEQDBKWW,PorEng,m,False,0.9080704000080004,195308.751269,0.6865686000091955,0.09709570000995882,0.049942499987082556,0.05168589999084361,1.092665300006047
42,CEBAR,blind,control,125,XFWQBCVW,PorEng,z,True,0.7644507999939378,195311.9421163,0.6865043000143487,0.09711760000209324,0.0500088999979198,0.0521897999860812,0.9812625000195112
43,RECEJA,cherry,control,102,IOMJKDTE,PorEng,m,True,1.1744953999877907,195314.2521019,0.6874666000076104,0.09617020000587218,0.050018199981423095,0.05168720000074245,1.3761933000059798
44,FOME,hunger,congruent,28,ONOFLNMW,PorEng,z,True,0.641142000007676,195316.0191392,0.6877576999831945,0.09592980000888929,0.04996149998623878,0.05173060001106933,0.8638050000008661
45,TOSSE,cough,congruent,44,EOVJOXIG,PorEng,z,True,0.7169800999981817,195317.8961815,0.6961727000016253,0.10405029999674298,0.05002520000562072,0.052088099997490644,0.9322384999832138
46,VERÃO,summer,congruent,47,MBQNNEZD,PorEng,z,True,0.7356408000050578,195319.7651555,0.6911142000171822,0.09248389999265783,0.049883400002727285,0.05155869998270646,0.9453639000130352
47,LAGO,throat,incongruent,59,QMENHDPY,PorEng,m,True,0.73966950000613,195321.6361737,0.6872787000029348,0.09633160001249053,0.0500080999918282,0.051911799993831664,0.9508338000159711
48,CEREJA,button,incongruent,52,NKTOXJVQ,PorEng,m,True,1.3506393000134267,195324.1451013,0.6951305000111461,0.10520099999848753,0.049985699995886534,0.06587550000404008,1.5384758999862242
49,FINDO,bottom,control,141,RRZMEUUM,PorEng,z,True,0.693565999972634,195325.9414771,0.6866448999790009,0.09714520000852644,0.050043199997162446,0.05168279999634251,0.9143715999962296
50,BUTÃO,button,congruent,1,PSUQODSS,PorEng,m,True,0.9510450000234414,195328.0330783,0.6868264000222553,0.09675109997624531,0.05020260001765564,0.05195940000703558,1.142729799990775
51,LEI,law,congruent,32,YIGJPPNW,PorEng,z,True,0.7788120999757666,195329.9103264,0.6859013000212144,0.09784839997882955,0.04990390001330525,0.05168169998796657,1.0056334999972023
52,FOGO,fire,congruent,15,RUMAEHEB,PorEng,m,True,1.3407146999961697,195332.3891042,0.6874715000158176,0.0962842000008095,0.04986289999214932,0.05175740001141094,1.5568134000059217
53,POME,hunger,control,128,QXEVBYPU,PorEng,z,True,0.780652999994345,195334.2964656,0.6876118000072893,0.09596129998681135,0.0500090999994427,0.05165150001994334,0.9925244000041857
54,BITÃO,button,control,101,BQIYJAES,PorEng,m,True,0.9755399999849033,195336.4092036,0.6867638999829069,0.09690070000942796,0.050028400000883266,0.0521840000001248,1.169198099989444
55,CAIXA,box,congruent,17,PMIIVUVB,PorEng,z,False,0.6529884000192396,195338.1701026,0.6892780999769457,0.09452700000838377,0.05001780000748113,0.05140029999893159,0.881275599997025
56,SAPATO,shoe,congruent,6,LUVXJYWN,PorEng,m,True,0.8368378000159282,195341.972077,0.6866787000035401,0.09693080000579357,0.04979849999654107,0.05184279999230057,1.0621077000105288
57,PEIXE,fish,congruent,13,QXWVYPRT,PorEng,m,True,0.7982494000170846,195343.9181718,0.6864431999856606,0.0971107000077609,0.05002540000714362,0.052914999978384,1.0149794000026304
58,ATRASADO,late,congruent,48,PRJSFPET,PorEng,z,True,0.7523549000034109,195345.8050956,0.6864713999966625,0.09713519999058917,0.050091000011889264,0.05180889999610372,0.9860151000029873
59,DARDE,evening,control,140,ZSVFRZUQ,PorEng,z,True,0.707756599993445,195347.6644011,0.6880553000082728,0.09552579998853616,0.0499036000110209,0.055857200000900775,0.9497014000080526
60,DRAÇO,arm,control,116,GPJZIWQK,PorEng,m,True,0.793535900011193,195349.6132334,0.6875693000038154,0.09604449998005293,0.05009279999649152,0.051784200011752546,0.9854393000132404
61,CRENE,cream,control,104,BTKTJHBH,PorEng,m,True,0.7185216000070795,195351.4390995,0.6865621999895666,0.09721669999998994,0.049954400019487366,0.05194939998909831,0.9328458000090905
62,SONHO,deep,incongruent,87,XGNEDLNW,PorEng,z,True,0.956436999986181,195353.5270828,0.6859205999935511,0.0977409000042826,0.04997900000307709,0.051640399993630126,1.194118100014748
63,SONHO,dream,congruent,37,WIHJJYVH,PorEng,m,False,0.7531574000022374,195355.4411373,0.6882497000042349,0.0955000999965705,0.04993710000417195,0.0519203000003472,0.9476648999843746
64,PEITE,fish,control,113,LXKRDMQM,PorEng,m,True,1.0704716999898665,195358.9420793,0.6869881000020541,0.09658089998993091,0.05001459998311475,0.05163390000234358,1.22067920002155
65,ARMÁRIO,rabbit,incongruent,72,XCIQYVIM,PorEng,m,True,0.7052640999900177,195360.7280986,0.6873170000035316,0.09639699998660944,0.04996900001424365,0.05206389998784289,0.908769100002246
66,ESCALAR,hunger,incongruent,79,GULIMBSM,PorEng,z,True,0.7187559999874793,195362.5790999,0.7046494999958668,0.09572109999135137,0.04999490000773221,0.05213570001069456,0.936972199997399
67,PONTE,bridge,congruent,12,STPPEYTR,PorEng,m,True,0.6904175999807194,195364.3984062,0.6872239999938756,0.09649900000658818,0.05005119999987073,0.05211839999537915,0.9015308999805711
68,PONDE,bridge,control,112,MOQINUFD,PorEng,m,True,0.6400882999878377,195366.1652243,0.6862016000086442,0.09771689999615774,0.0497763000021223,0.05278820000239648,0.8510050000040792
69,SUAVE,doubt,incongruent,77,RVCMBLVF,PorEng,z,True,0.6337590000184719,195367.9251867,0.6865250999981072,0.09741079999366775,0.04983110001194291,0.05204310000408441,0.8630780999956187
70,ATRASACO,late,control,148,UKEITZDG,PorEng,z,True,0.773444999998901,195369.8490795,0.6867186000163201,0.09683629998471588,0.05018950000521727,0.05179789999965578,0.984340399998473
71,CEREJA,cherry,congruent,2,IVJHGKVR,PorEng,m,True,1.070547000010265,195372.0460925,0.6898066999856383,0.09369870001683012,0.050041799986502156,0.051809700002195314,1.282963200006634
72,ARMÁRIO,wardrobe,congruent,22,YBWYWHYB,PorEng,z,False,0.6964001999876928,195373.8730776,0.6894030999974348,0.09423379998770542,0.049941100005526096,0.05205150000983849,0.9283957999723498
73,DÚVIDA,doubt,congruent,26,TBQVNBRC,PorEng,z,True,0.7670000999933109,195377.9000958,0.6862689999979921,0.09738910000305623,0.05007100000511855,0.057412900001509115,0.9911147000093479
74,CEGAR,blind,congruent,25,OMREAPGG,PorEng,m,False,0.6310673000116367,195379.6750751,0.687036999996053,0.09640209999633953,0.05024370001046918,0.05188980000093579,0.8617577999830246
75,ARNÁRIO,wardrobe,control,122,MPCZQQYT,PorEng,z,False,0.8522070999897551,195382.9980681,0.6873933000024408,0.09609039998031221,0.05018480002763681,0.05225329997483641,1.0869363000092562
76,PERIGO,danger,congruent,45,QECNOUPQ,PorEng,z,True,0.8784440000017639,195386.3591522,0.6871517000254244,0.09650749998399988,0.04996370000299066,0.052132300013909116,1.100741799979005
77,BRAÇO,arm,congruent,16,RWLVJXAM,PorEng,m,True,0.9099293999897782,195388.4062453,0.6872632000013255,0.09649580001132563,0.049991400010185316,0.051568099996075034,1.1626429999887478
78,ESCALAR,climb,congruent,29,XKWLVAKZ,PorEng,z,True,0.834306300006574,195390.4150762,0.6901613000081852,0.09341080000740476,0.05002739999326877,0.052051000006031245,1.0639269999810494
79,BICICLETA,bike,congruent,14,NKZNGZJT,PorEng,m,True,0.6327146999828983,195392.1971885,0.6856168000085745,0.09795819999999367,0.05015660001663491,0.05195839999942109,0.8433982999995351
80,COELHO,plate,incongruent,71,JJELQSST,PorEng,z,False,0.6406103000044823,195393.9723404,0.6859706999966875,0.09767710001324303,0.05008699998143129,0.052086700015934184,0.870441299979575
81,OSCADA,ladder,control,105,BYQMITME,PorEng,m,True,0.6741591999889351,195397.1220637,0.6861044999968726,0.09747910001897253,0.05003029998624697,0.05168530001537874,0.8916840000019874
82,PROFUNDO,sadness,incongruent,86,MGAACSYL,PorEng,z,True,0.8879219999944326,195399.1370369,0.686390399991069,0.09729730000253767,0.04996740000206046,0.051722200005315244,1.1147419000044465
83,SEMANA,week,congruent,39,GRRXUMPX,PorEng,z,True,0.9524536999815609,195401.2351185,0.6892762999923434,0.09435890000895597,0.05001790000824258,0.05142850000993349,1.1775250999780837
84,CANTAR,sing,congruent,46,RTKWDLWS,PorEng,z,True,0.6931063999945763,195403.0591934,0.6858932999894023,0.09788980000303127,0.05010380002204329,0.051362099999096245,0.901919199997792
85,MELHOR,law,incongruent,83,LXIGGQEF,PorEng,z,True,1.9008553999883588,195406.0840828,0.6872534999856725,0.09637459999066778,0.049982500000623986,0.0516533000045456,2.117469400021946
86,DEIO,ugly,control,131,HTGGFZFZ,PorEng,z,True,0.668936499976553,195407.8870497,0.6872511000256054,0.09641489997738972,0.05000590000418015,0.05176719999872148,0.8724216000118759
87,LOBO,wolf,congruent,10,IAYHNNSK,PorEng,m,True,0.6827039000054356,195409.6840374,0.6858863000234123,0.09768899998744018,0.0500707000028342,0.05174470000201836,0.8998353999922983
88,TOELHO,rabbit,control,121,CVMUIBCZ,PorEng,z,False,0.6615697999950498,195411.4840383,0.6862566999916453,0.09729530001641251,0.04997909997473471,0.05477010001777671,0.8999405000067782
89,BRAÇO,fire,incongruent,66,QFXMMMIE,PorEng,m,True,0.6728339999972377,195414.8090452,0.6879503999953158,0.09567660000175238,0.050095800019335,0.05158929998287931,0.8652430000074673
90,VACA,cat,incongruent,50,AERHXWDF,PorEng,m,True,0.6725768999895081,195416.5920291,0.6871444999997038,0.09647220000624657,0.05005049999454059,0.05131680000340566,0.8998863000015263
91,GATO,lion,incongruent,74,PFSMVOFZ,PorEng,m,True,0.7516141999803949,195418.5002055,0.6858826999960002,0.09789979999186471,0.04995660000713542,0.06335710000712425,0.9597994000068866
92,ALEGRIA,joy,congruent,30,SRYOVAHG,PorEng,z,True,0.6608566000068095,195420.2983552,0.692668000003323,0.10764450000715442,0.049923299986403435,0.05154830001993105,0.898365000000922
93,PONTE,straw,incongruent,62,PNLKPUJX,PorEng,m,True,0.7276484000030905,195422.1822835,0.6872685000125784,0.0965518000011798,0.04993899998953566,0.05214970000088215,0.9464989000116475
94,MORANGO,shoe,incongruent,57,MCSSGJHG,PorEng,m,True,0.7324484999990091,195424.0710743,0.6937456000014208,0.10659680000389926,0.05043269999441691,0.05147690000012517,0.9320181000221055
95,OUTONO,autumn,congruent,43,RMPZCOZA,PorEng,z,True,0.6553643000079319,195425.8440342,0.6889224000042304,0.09464470000239089,0.04994460000307299,0.05148090000147931,0.8730644999886863
96,ESCELAR,climb,control,129,KOWSWEUJ,PorEng,m,False,0.7231292999931611,195427.6960379,0.6874890000035521,0.09614229999715462,0.05014500001561828,0.05183069998747669,0.9001176000165287
97,CANUDO,wolf,incongruent,61,ARZIEBGA,PorEng,m,True,7.091253399994457,195437.3712466,0.6882637000235263,0.09527890000026673,0.05011569999624044,0.05773239998961799,7.384109100006754
98,CORANGO,strawberry,control,107,QTRTKOXN,PorEng,z,False,1.2022171999851707,195439.7790202,0.6864313000114635,0.09732599998824298,0.049939799995627254,0.05250920000253245,1.4570645999920089
99,GARGANTA,strawberry,incongruent,58,PQQVDOGP,PorEng,m,True,0.7117124999931548,195442.9873832,0.6863331999920774,0.09720410002046265,0.05019789998186752,0.050821200013160706,0.9120593999978155
100,LEÃO,lion,congruent,23,RXOSLNPH,PorEng,m,True,0.7453477999952156,195444.84016,0.68735610001022,0.0957254999957513,0.050038799992762506,0.052354600018588826,0.9404204999736976
101,FAPA,knife,control,118,EKKYKCVC,PorEng,m,True,1.2701710000110324,195447.2150444,0.6886164000025019,0.09520730000804178,0.04998749998048879,0.05224010001984425,1.5018111999961548
102,MOMENTO,moment,congruent,42,SBEIPDHI,PorEng,z,True,0.8156296999950428,195449.1770236,0.6872940000030212,0.0963562999968417,0.05012080000597052,0.05219940000097267,1.0322075000149198
103,TRISTEZA,sadness,congruent,35,ETPJSPEG,PorEng,z,True,0.6188440000114497,195450.9320309,0.6875426000042353,0.09607830000459217,0.04998650000197813,0.052871899999445304,0.8374764999898616
104,PRATO,plate,congruent,20,UPEIFWLG,PorEng,z,False,1.0879920000152197,195453.1510217,0.6878874000103679,0.09581120000802912,0.05004760000156239,0.05291870000655763,1.2904909999924712
105,ATRASADO,summer,incongruent,98,NIIACXHT,PorEng,z,True,0.6835764000134077,195456.8131516,0.6875860999862198,0.09594090000609867,0.04993010000907816,0.05151659998227842,0.8822501999966335
106,FACA,knife,congruent,18,GSJDHXIO,PorEng,m,True,0.7012667000235524,195458.6320232,0.6865483000001404,0.09711309999693185,0.04993899998953566,0.05244020000100136,0.9317377000115812
107,VACA,cow,congruent,0,KAYTBEGG,PorEng,m,True,1.2342230000067502,195461.0150408,0.6872270000167191,0.09642239997629076,0.049955900001805276,0.05169890000252053,1.4426826999988407
108,PRADO,plate,control,120,ARTGOBWT,PorEng,m,True,0.8474811000050977,195462.9790118,0.6867159999965224,0.09626950000529177,0.05001939999056049,0.05235670000547543,1.0950922000047285
109,TARDE,week,incongruent,90,CEPLJOPG,PorEng,z,True,0.6899028999905568,195464.8380547,0.6858318000158761,0.0977740999951493,0.04996740000206046,0.05154349998338148,0.9088591000181623
110,PRAFUNDO,deep,control,136,OJLNDGAP,PorEng,z,True,0.8687653999950271,195466.8510219,0.6865507999900728,0.09703990002162755,0.05008999997517094,0.05136900002253242,1.073806100001093
111,TERÃO,summer,control,147,EFKEYRVE,PorEng,z,True,0.6802609000005759,195468.6461859,0.6871370000008028,0.09678330001770519,0.04980280000017956,0.05166520000784658,0.8630643999786116
112,SAPATO,ladder,incongruent,56,ZJFMNPAV,PorEng,m,True,0.767853199999081,195470.5180205,0.6864698000135832,0.09720959997503087,0.05010310001671314,0.05157720000715926,0.9711428000009619
113,CHOVER,rain,congruent,49,VHALJZGL,PorEng,z,True,1.2019565000082366,195472.8520404,0.6858461999800056,0.09783579999930225,0.050129200011724606,0.051490799989551306,1.4203486000187695
114,BUTÃO,cow,incongruent,51,JAGLOTVN,PorEng,m,True,0.7671421999984886,195474.7520211,0.6866312999918591,0.0970724000071641,0.0498776999884285,0.051855300000170246,0.9922385000099894
115,DACA,cow,control,100,NHEPZUZF,PorEng,m,True,0.63320099998964,195476.5170041,0.6869604000239633,0.09576169998035766,0.0500080999918282,0.05081120002432726,0.890969000000041
116,BICICLETA,fish,incongruent,64,NJNFPMSJ,PorEng,m,True,0.7506326000147965,195478.4580637,0.6869513000128791,0.0967182999884244,0.04999820000375621,0.07364800001960248,0.9841461000032723
117,CATO,cat,control,124,JNTWFNKC,PorEng,m,True,0.6311247000121512,195480.2330072,0.6866523000062443,0.09697159999632277,0.0501388999982737,0.05134929998894222,0.8819180999998935
118,CREME,horse,incongruent,54,UGGUMYDY,PorEng,m,True,0.8355033000116237,195482.2400782,0.6868029000179376,0.09677040000678971,0.05016749998321757,0.05286240001441911,1.0800788999767974
119,CANUDO,straw,congruent,11,TMWXMIMF,PorEng,m,True,0.7467611999891233,195484.1510141,0.6860873000114225,0.09758830000646412,0.05011769998236559,0.052064399991650134,0.9863287000043783
120,OUTONO,moment,incongruent,93,RZXFIJBU,PorEng,z,True,0.7438002999988385,195486.0519992,0.6873186000157148,0.09621079999487847,0.05015659998753108,0.056417200015857816,0.9864691999973729
121,CEGAR,rain,incongruent,75,BBKGWFCX,PorEng,z,True,0.7068302000116091,195487.9110057,0.6873545999987982,0.09638030000496656,0.05011969999759458,0.051535300008254126,0.9479140999901574
122,ALEGRIA,climb,incongruent,80,UUPWDGKW,PorEng,z,True,0.7643674999999348,195489.8400168,0.6872071000107098,0.09650729998247698,0.04993269999977201,0.05585750000318512,0.978935699997237
123,DARGANTA,throat,control,108,HUKJTMBV,PorEng,m,True,0.6734586000093259,195491.6450392,0.6912599999923259,0.09235170000465587,0.050053699989803135,0.051833100005751476,0.870736399985617
124,MEDADE,half,control,134,KMAHUCOF,PorEng,z,True,0.8333024999883492,195493.6060765,0.687979299982544,0.09574260000954382,0.05000749998725951,0.05218210001476109,1.0675730000075419
125,PEI,law,control,132,NJCHEJDZ,PorEng,z,True,0.7286413999972865,195495.4851014,0.6878077000146732,0.09589019999839365,0.050069999997504056,0.051945899991551414,0.9539140000124462
126,PROFUNDO,deep,congruent,36,WTREDBOD,PorEng,z,True,0.8395776999823283,195497.4630467,0.6865241000195965,0.09718250000150874,0.05000669998116791,0.05174039999837987,1.167520599992713
127,SEMANA,dry,incongruent,89,ZDYIYIPK,PorEng,m,False,0.8061709000030532,195499.5130928,0.6858256999985315,0.09774860000470653,0.04999209998641163,0.05166200001258403,0.9998223999864422
128,VERÃO,sing,incongruent,97,WKHJZOFD,PorEng,z,True,0.7457156000018585,195502.8704055,0.6861585000006016,0.0974385000008624,0.0499689000134822,0.05130659998394549,0.9672895999974571
129,CAPALO,horse,control,103,WCYFAKPS,PorEng,m,True,0.7023340999730863,195504.7110161,0.6872786000021733,0.09631079999962822,0.05007230001501739,0.05207869998412207,0.9208566000161227
130,FOME,soft,incongruent,78,GPREAVUQ,PorEng,z,True,0.554235499992501,195506.3970226,0.6870716999983415,0.09612600001855753,0.05006359997787513,0.05189810000592843,0.7896547999989707
131,LOVO,wolf,control,110,DFXXWLDU,PorEng,m,True,0.6987740000186022,195508.2419902,0.6866955999867059,0.09696320001967251,0.04995399998733774,0.05190459999721497,0.8955048999923747
132,TONHO,dream,control,137,DPWIFRFT,PorEng,m,False,0.6632229000097141,195510.0300773,0.6881525999924634,0.09556590000283904,0.04998650000197813,0.058315000002039596,0.8386480000044685
133,DÚVIDA,blind,incongruent,76,CDQFMJMV,PorEng,z,True,0.7509945000056177,195513.2290191,0.6858814000152051,0.09769699999014847,0.04999209998641163,0.05227810001815669,0.9781621999864001
134,DENTE,knife,incongruent,69,OWIHDXOG,PorEng,m,True,0.7273232000006828,195515.1052867,0.6869408000202384,0.09673739998834208,0.049909900000784546,0.052334200008772314,0.9476238999923225
135,CAIXA,arm,incongruent,67,XQRRQLRC,PorEng,m,True,0.7549851999792736,195516.9999685,0.687296799995238,0.09634160000132397,0.050028700003167614,0.05151729998760857,0.9711663000052795
136,PERIGO,cough,incongruent,95,FSSIVVCQ,PorEng,z,True,0.9792296999949031,195519.1081514,0.6873243000009097,0.09611929999664426,0.04999260001932271,0.05213889997685328,1.2182012000121176
137,BOSSE,cough,control,144,WWXBBWDZ,PorEng,z,True,0.8497566999867558,195521.1109861,0.687570100009907,0.09617150001577102,0.05005939997499809,0.05078200000571087,1.096127600001637
138,CREME,cream,congruent,4,JKDVIRDP,PorEng,m,True,0.6507866000174545,195522.9306174,0.686302300018724,0.09729419997893274,0.05005300001357682,0.05173899998771958,0.9051315000106115
139,SECO,dry,congruent,38,RUXVZVFB,PorEng,z,True,0.6649662000127137,195524.7619836,0.6873082000238355,0.0964203999901656,0.05000409999047406,0.0516905999975279,0.92321730000549
140,BANUDO,straw,control,111,NPBGHLXP,PorEng,m,True,1.0941631999739911,195527.0252704,0.6874007000005804,0.09644680001656525,0.05022979999193922,0.05201660000602715,1.3248815000115428
141,PRATO,tooth,incongruent,70,JXRITAEO,PorEng,z,False,0.6188811000029091,195528.7829999,0.6870323000184726,0.09661290000076406,0.04999419997329824,0.051373900001635775,0.8806250000197906
142,NOMENTO,moment,control,142,ECKFMVEF,PorEng,z,True,0.5990332999790553,195531.8980306,0.6878408000047784,0.0959562000061851,0.04997639998327941,0.05231840000487864,0.8469564999977592
143,TOGO,fire,control,115,RTPIWDZE,PorEng,m,True,0.6920054000220262,195533.757264,0.6857081999769434,0.09785510000074282,0.05000519999885,0.05173890001606196,0.9182109999819659
144,DAIXA,box,control,117,FKUKXPCU,PorEng,m,True,0.8793293000198901,195535.7782515,0.6870095000194851,0.09653519999119453,0.05010190000757575,0.05125769998994656,1.0964653000119142
