,prime,target,group,pair_index,mask,l1_l2,key_name,correct,response_time,key_tDown,fixation_dur,bm_dur,prime_dur,fm_dur,target_dur
0,gato,cat,congruent,24,BBKSYLIC,PorEng,m,True,1.0030614999996033,125690.5713772,0.6987201000010828,0.0996692000044277,0.0505669999984093,0.04937039999640547,1.2507205000001704
1,prado,plate,control,120,QMVGZAYD,PorEng,m,True,0.6499693999940064,125692.4741347,0.6977388999948744,0.11700450000353158,0.050058499997248866,0.049796999999671236,0.7836196999996901
2,alegria,climb,incongruent,80,AEOWHWWN,PorEng,z,True,0.5520931000064593,125694.2432004,0.6921117999881972,0.09931210000650026,0.0499061000009533,0.05023500000243075,0.6881846000032965
3,semana,week,congruent,39,YJTLVUYU,PorEng,z,True,0.9425437999889256,125696.4165941,0.7085750000114786,0.10011399998620618,0.05021280000801198,0.0498416000045836,1.1173194000002695
4,coelho,plate,incongruent,71,FKDJTDVM,PorEng,m,True,0.6978262000047835,125698.340198,0.6941558999969857,0.10025600000517444,0.05340550000255462,0.04710239999985788,0.7829169999895385
5,escelar,climb,control,129,LIGVSTJC,PorEng,z,True,0.6063062000030186,125700.0992247,0.6958591000002343,0.11700220000057016,0.050168500005383976,0.050140799998189316,0.7666026999941096
6,canudo,wolf,incongruent,61,JSYNANIJ,PorEng,m,True,0.7689320000063162,125702.0782042,0.6839960999932373,0.10001350000675302,0.05028080000192858,0.0496349999884842,0.9000301000050968
7,lei,ugly,incongruent,82,ZEEXAHSI,PorEng,z,True,0.6580031999910716,125703.9352484,0.6934885999944527,0.09931370000413152,0.05056249999324791,0.05001540000375826,0.8168126999953529
8,crene,cream,control,104,MGGVTAPK,PorEng,m,True,0.5804323000047589,125705.72450610001,0.6895373000006657,0.10003929999948014,0.049874000003910623,0.050113599994801916,0.7169564000068931
9,morango,strawberry,congruent,7,NOLTYIXN,PorEng,m,True,0.6516773999901488,125707.580303,0.6958901999896625,0.09950350000872277,0.0602933999907691,0.03999010000552517,0.7837216000043554
10,capalo,horse,control,103,ZOUEKUAW,PorEng,z,False,0.7721163999958662,125709.5352472,0.6945635000010952,0.10015849999035707,0.05023730000539217,0.04998130000603851,0.9332989999966229
11,outono,moment,incongruent,93,BMRBOZSQ,PorEng,z,True,0.7563321999914479,125711.5282665,0.6916645000019344,0.10017929998866748,0.04981039999984205,0.059208800012129366,0.9078731999907176
12,leão,wardrobe,incongruent,73,TWXYRQWK,PorEng,z,False,0.8791866000101436,125713.625551,0.6914144000038505,0.09982760000275448,0.049988499988103285,0.04973620000237133,1.016873800006579
13,atrasaco,late,control,148,WBVWWMKV,PorEng,z,True,1.0167445999977645,125715.81429319999,0.6910895000037272,0.10022229999594856,0.0500503000075696,0.05095299999811687,1.18266209999274
14,cebar,blind,control,125,ZPYGBHSW,PorEng,z,True,0.7867250999988755,125717.79910650001,0.6909589999995661,0.10026659999857657,0.05000810000638012,0.049567199996090494,0.9336596999928588
15,butão,button,congruent,1,TFCIHVCO,PorEng,m,True,0.7039326999947662,125719.6851588,0.6839333999960218,0.0995753000024706,0.050276399997528635,0.05008329999691341,0.8336101000022609
16,braço,arm,congruent,16,EATRYDPF,PorEng,m,True,0.6660230999987107,125721.53017810002,0.6974680999992415,0.09993460000259803,0.0497107999981381,0.05027430001064204,0.8001191999937873
17,darganta,throat,control,108,IUEZJXBT,PorEng,m,True,0.6334911000012653,125723.3482016,0.6823269000014989,0.100191099991207,0.050026199998683296,0.0502351000031922,0.7670891000016127
18,terão,summer,control,147,LQSTVJWS,PorEng,z,True,0.6763673999957973,125725.22509060001,0.6900490999978501,0.10039920000417624,0.049794099992141135,0.049941300007048994,0.8004567000025418
19,denti,tooth,control,119,ZQRKDJTH,PorEng,m,True,0.5645951000042261,125726.9633685,0.6829818999976851,0.0999630000005709,0.0501079999958165,0.04982749999908265,0.6835577000019839
20,bicicleta,fish,incongruent,64,SYKARMPE,PorEng,m,True,0.6404501000070013,125728.79147060002,0.7100613999937195,0.1167283000104362,0.049766099997214035,0.049898099998245016,0.7504014000005554
21,garganta,throat,congruent,8,JSJGMNHC,PorEng,m,True,0.7687586999963969,125730.73634830001,0.6964410000073258,0.10024109999358187,0.05019399999582674,0.049862500003655434,0.8670904000027804
22,feio,joy,incongruent,81,NTQDPATL,PorEng,z,True,0.7248971000080928,125732.60815089998,0.6840273999987403,0.10028699999384116,0.049785800001700416,0.04990119999274612,0.8671326000039699
23,fundo,bottom,congruent,41,LVBEGZRI,PorEng,m,False,0.6564652000088245,125734.4581365,0.6835788999887882,0.10014270000101533,0.049918700009584434,0.06700969999656081,0.7832843999931356
24,seco,dry,congruent,38,YSNBYRJK,PorEng,z,True,0.7068540999898687,125736.3242412,0.6928179000096861,0.10239649999130053,0.04791800001112279,0.049820000000181615,0.8502528999961214
25,outobo,autumn,control,143,HBCDIOLY,PorEng,z,True,0.804341499999282,125738.3235434,0.6833690999919781,0.0999934999999823,0.05011630000080913,0.049720600000000566,0.9666962000046624
26,peixe,bridge,incongruent,63,DLQVMLGT,PorEng,m,True,0.7401392000028864,125740.3100812,0.7083736999920802,0.09946399999898857,0.05031839999719523,0.05001530000299681,0.8667158000025665
27,morango,shoe,incongruent,57,BGCQLAWU,PorEng,m,True,0.6376815000112401,125742.1402568,0.6941465999989305,0.09955349999654572,0.0504335000005085,0.049706599995261065,0.7832391000119969
28,cantar,sing,congruent,46,VNSZFWKC,PorEng,z,True,0.6909544999944046,125744.0281997,0.6899783999979263,0.10009639999771024,0.04936129999987315,0.05068899999605492,0.8332425999979023
29,braço,fire,incongruent,66,ZOQGAKNE,PorEng,m,True,0.5953269999881741,125745.8167534,0.6974969000002602,0.10002340000937693,0.05004519999783952,0.0501185000030091,0.7330520999967121
30,vaca,cat,incongruent,50,HRWSPYIE,PorEng,m,True,0.7770402000023751,125747.7803475,0.6885235999943689,0.10018140000465793,0.0503032999986317,0.04950690000259783,0.9005717999971239
31,belhor,better,control,133,OPVIJWPU,PorEng,z,True,0.9343093999923441,125749.87317230001,0.6880925000004936,0.09979910000402016,0.04992720000154805,0.050274199995328665,1.1169306999945547
32,profundo,deep,congruent,36,FNOVKOMP,PorEng,z,True,1.9933403000031833,125753.1151848,0.7141772000031779,0.09975439999834634,0.05036189999373164,0.05005470001196954,2.1835623999941163
33,pei,law,control,132,CDXXOXBT,PorEng,z,True,0.6692020000045886,125755.0242256,0.6922532999888062,0.09987960000580642,0.050236600000062026,0.04935319999640342,0.8835709999984829
34,findo,bottom,control,141,USCEVGGZ,PorEng,m,False,0.8741028999938862,125757.1631582,0.6932860000088112,0.09886240000196267,0.0500119999924209,0.05010760000732262,1.000312699994538
35,fundo,evening,incongruent,91,TJOXSYBA,PorEng,z,True,1.455753400005051,125759.8462562,0.751022099997499,0.10025480001058897,0.04964559999643825,0.05001160000392702,1.6361127999989549
36,prafundo,deep,control,136,SEBTJDMZ,PorEng,z,True,0.5862725999904796,125761.6441945,0.6907134000066435,0.09976430000097024,0.05019880000327248,0.05006939999293536,0.7667236999986926
37,canudo,straw,congruent,11,RUWPQVMF,PorEng,m,True,0.6989220999967074,125763.59136470001,0.6956332999980077,0.09997120000480207,0.05002480000257492,0.05072400000062771,0.8039417999971192
38,seco,dream,incongruent,88,QGQHTXUB,PorEng,z,True,0.642153299995698,125765.3852064,0.6941527000017231,0.09870600000431297,0.05019529999117367,0.050305199998547316,0.7999648999975761
39,daca,cow,control,100,AGHSJDKI,PorEng,m,True,0.7387173000024632,125767.31413,0.6957334999897284,0.10914510001020973,0.040870500000892214,0.050262399992789135,0.8666166000039084
40,semata,week,control,139,HXSLVXCL,PorEng,z,True,0.628573599999072,125769.1212574,0.7067256000009365,0.09880629999679512,0.050508800006355166,0.04971340000338387,0.7833538999984739
41,ponte,straw,incongruent,62,HQNTXSOI,PorEng,m,True,0.6036126999970293,125770.9311345,0.6968278999993345,0.1000122000114061,0.05028260000108276,0.05001699998683762,0.7332658000086667
42,tarde,week,incongruent,90,GFXIZDXX,PorEng,z,True,0.5718053000018699,125772.6812335,0.6956130000035046,0.10010450000118,0.04973430000245571,0.049953499998082414,0.7333803999936208
43,lago,throat,incongruent,59,ROOTWLLK,PorEng,m,True,0.6804136999999173,125774.55834589999,0.6926641000027303,0.0988290999957826,0.05033310000726488,0.04966859999694862,0.8166878999909386
44,creme,horse,incongruent,54,LGXFAGLD,PorEng,m,True,1.138993200002005,125776.8682562,0.6905604000057792,0.10011250000388827,0.04949029999261256,0.05065610000747256,1.2498163999989629
45,faca,box,incongruent,68,XWNHDTTI,PorEng,z,False,0.6417361000058008,125778.68618739999,0.6972142000013264,0.10044930000731256,0.0487037999992026,0.04998009999690112,0.7665707999985898
46,ponte,bridge,congruent,12,NDMJMTIN,PorEng,m,True,0.6506740999902831,125780.51304989998,0.6905194999999367,0.1165230999904452,0.04996130001381971,0.05024599999887869,0.7835403999924893
47,alegria,joy,congruent,30,JNUSULJK,PorEng,z,True,0.7189560000115307,125782.4321592,0.6906920000037644,0.09911789999750907,0.049942099998588674,0.04991299999528565,0.8501569000072777
48,armário,rabbit,incongruent,72,PELAZGGN,PorEng,m,True,0.9012395000027028,125784.49836199998,0.6832304000126896,0.09958379999443424,0.05096629999752622,0.04959490000328515,1.0174642999918433
49,escada,ladder,congruent,5,DMEGEBIL,PorEng,m,True,1.2718380999867804,125787.12025780001,0.8694178000005195,0.09991379998973572,0.0501224000036018,0.050109200004953884,1.400125200001639
50,tristeza,sadness,congruent,35,GLBUOEGA,PorEng,z,True,0.9108835000079124,125789.31151589999,0.7945700999989641,0.09979680000105873,0.05085909999615978,0.04940430000715424,1.0667906000016956
51,atrasado,summer,incongruent,98,IGWRAJJJ,PorEng,z,True,0.7239291000005323,125791.2391185,0.6956013000017265,0.09998539999651256,0.05019360000733286,0.04994640000222717,0.9001733999903081
52,vaca,cow,congruent,0,EEMJDKTV,PorEng,m,True,0.5832776999886846,125793.06509070001,0.7183400000067195,0.10003309999592602,0.05023609999625478,0.04978490000939928,0.7501387999946019
53,suave,doubt,incongruent,77,THCXYYXW,PorEng,z,True,0.632246799999848,125794.9161005,0.6918177999905311,0.1001923000003444,0.05018190000555478,0.04997009999351576,0.8333241000073031
54,armário,wardrobe,congruent,22,NAXTOFDL,PorEng,m,True,1.057977699994808,125797.2410554,0.6970604000089224,0.09980369999539107,0.049731599996448494,0.050029899997753084,1.1841304000117816
55,tosse,autumn,incongruent,94,JPJHIOFR,PorEng,z,True,0.8936775000038324,125799.29735810001,0.6922572000039509,0.10065509998821652,0.049981400006799966,0.05156459999852814,1.0991771999979392
56,semana,dry,incongruent,89,ZUTRERYB,PorEng,z,True,0.6214225000003353,125801.1880812,0.6958949999971082,0.10114440000324976,0.04873319999023806,0.05001400000764989,0.8003537999902619
57,cegar,rain,incongruent,75,VXTUBKXT,PorEng,z,True,1.5247612999955893,125803.94412319998,0.6967759999970439,0.10027300000365358,0.050083800000720664,0.05040750000625849,1.6833117999922251
58,apegria,joy,control,130,AABSSUMC,PorEng,z,True,0.7494443999894429,125805.918985,0.7194720999978017,0.09937900000659283,0.05024549999507144,0.05057849999866448,0.9160312000021804
59,fapa,knife,control,118,ZJZCNARQ,PorEng,m,True,0.7395520999998553,125807.89336230002,0.6863597999908961,0.10203320000437087,0.04799580000690185,0.050786699997843236,0.8829840999969747
60,sapato,shoe,congruent,6,RXFOHGEX,PorEng,m,True,0.6178903999971226,125809.7872464,0.7642001999920467,0.0997436000034213,0.05045560000871774,0.049354199989466,0.7503974999999627
61,sonho,deep,incongruent,87,VKRXXPKM,PorEng,m,False,0.6243034999934025,125811.62923250001,0.7387488000094891,0.0991912999888882,0.05084790001274087,0.0499946999916574,0.7324842999951215
62,metade,better,incongruent,84,WYJELQGA,PorEng,z,True,0.8258876000036253,125813.5811927,0.6876420000044163,0.10008429999288636,0.05021180000039749,0.050265300000319264,0.9663719000091078
63,cantar,danger,incongruent,96,KLOIALJP,PorEng,z,True,1.4210603999963496,125816.21104060001,0.6932583000016166,0.09929990000091493,0.05007720000867266,0.05045379999501165,1.5666162999987137
64,medade,half,control,134,AARKTUSQ,PorEng,z,True,0.8462321999977576,125818.2346388,0.6847246999968775,0.10100249999959487,0.04984069999773055,0.04977070000313688,1.0173325000068871
65,oscada,ladder,control,105,HGWDRWSG,PorEng,m,True,0.7822102000063751,125820.2221641,0.6910231000074418,0.10075749999668916,0.04962360000354238,0.05077299999538809,0.9170414000109304
66,escada,cream,incongruent,55,ONFOTUWB,PorEng,m,True,0.8910317000118084,125822.3981572,0.6963231999980053,0.0990235999925062,0.050282099997275516,0.049706700010574416,1.0172677999944426
67,tristuza,sadness,control,135,WUBKJBYI,PorEng,z,True,0.6555194999964442,125824.2290661,0.6996001000079559,0.09962850000010803,0.05113609999534674,0.048964600006002,0.8169640999985859
68,outono,autumn,congruent,43,ZKXXOJFH,PorEng,z,True,0.6604477999935625,125826.2501529,0.8293468000047142,0.09922060000826603,0.0504538999957731,0.04936279999674298,0.8174865000037244
69,dúvida,blind,incongruent,76,VGYONXTD,PorEng,z,True,1.7515688999992562,125829.24299160001,0.687765099995886,0.0993719000107376,0.05054499999096152,0.04994720000831876,1.9170366999896944
70,caixa,arm,incongruent,67,HCDXFOMP,PorEng,m,True,0.8437417000095593,125831.2861986,0.6869961000047624,0.10049810000055004,0.050053200000547804,0.049868199988850385,1.0002092000067933
