,response_time,group,pair_index,l1_l2,z_score_norm,exp_norm,rescaling_data
0,1.397197700000106,congruent,15,PorEng,1.6948783170060817,0.006742848776896173,0.5499940117265293
1,0.7616035999999441,congruent,5,PorEng,-0.6083323691865143,0.0067001275385543645,0.11500983103565139
2,1.0157435000000987,control,118,PorEng,0.31259772356942034,0.006717176891408477,0.28893661258129627
3,0.8172423000032722,incongruent,63,PorEng,-0.40671368138954334,0.00670385643967524,0.15308751982421484
4,0.8321175000019139,congruent,8,PorEng,-0.3528102238273747,0.006704853725900585,0.16326772238433998
5,0.8631246999975701,congruent,2,PorEng,-0.24044902604582144,0.006706933035655999,0.184488248952515
6,0.7271939999991446,congruent,25,PorEng,-0.7330228885438118,0.0066978224480777546,0.09146078980911264
7,0.8088882000010926,control,134,PorEng,-0.4369865432656004,0.006703296416197053,0.14737018962109175
8,1.0675010999984806,incongruent,54,PorEng,0.5001524183155245,0.006720654440825542,0.3243581767994295
9,1.624066299998958,congruent,47,PorEng,2.516985041846316,0.0067581635491523835,0.7052570201385991
10,1.3394543999966118,incongruent,60,PorEng,1.4856331625528876,0.006738956357412032,0.5104759890727616
11,0.9200782000007166,congruent,35,PorEng,-0.03406588022479571,0.006710753956733532,0.2234657528914916
12,0.729717599999276,control,126,PorEng,-0.7238780860858015,0.0066979914764578544,0.09318787644891685
13,0.8681206000001112,incongruent,58,PorEng,-0.22234531760516857,0.00670726811569376,0.1879073138390807
14,0.9788083000021288,control,133,PorEng,0.17875515433858047,0.006714696346814671,0.26365911596865216
15,0.9293988999997964,control,132,PorEng,-0.00029033724749232416,0.0067113794751284105,0.22984459915920263
16,0.7442876000022807,control,145,PorEng,-0.6710805857554208,0.006698967444913752,0.10315920801724239
17,1.019754600001761,control,130,PorEng,0.3271327993154245,0.006717446329494559,0.29168170579077035
18,0.8110532000027888,congruent,18,PorEng,-0.4291412043307167,0.006703441544135581,0.14885185968683548
19,0.9101263000011386,control,106,PorEng,-0.0701287109322273,0.0067100861424411965,0.21665492965126187
20,0.6250025999979698,congruent,6,PorEng,-1.1033352066091116,0.006690981345652995,0.021523635887838878
21,1.1468783000018448,congruent,48,PorEng,0.7877926202742096,0.006725991225957662,0.37868188167490036
