,prime,target,group,pair_index,mask,l1_l2,key_name,correct,response_time,key_tDown,fixation_dur,bm_dur,prime_dur,fm_dur,target_dur
64,pome,hunger,control,128,MSTUWRFW,PorEng,z,True,1.714014999975916,207996.691684,0.49988290001056157,0.10016939998604357,0.049681800010148436,0.05299419999937527,1.9710341999889351
65,cereja,cherry,congruent,2,AICHSQKV,PorEng,m,True,0.561026600014884,207998.4383733,0.49925639998400584,0.10008920001564547,0.049724899989087135,0.052015499997651204,0.8001601000141818
66,fome,soft,incongruent,78,NHOQSGNQ,PorEng,z,True,0.6731066000065766,208000.2845526,0.49890370000503026,0.10025489999679849,0.0497732000076212,0.051892499992391095,0.8651369000144769
67,dúcida,doubt,control,126,QFIKGQKZ,PorEng,z,True,0.6292784000106622,208002.0402012,0.5005459999956656,0.09932710000430234,0.05013009998947382,0.051304400025401264,0.8490578999917489
68,semata,week,control,139,YGKCJNVM,PorEng,z,True,0.5936160999990534,208003.7893552,0.4996975999965798,0.10034790000645444,0.04962090001208708,0.05210649999207817,0.7988660999981221
69,bicibleta,bike,control,114,OEPQYTJT,PorEng,m,True,0.6696682999900077,208005.5986751,0.500286700000288,0.09952230000635609,0.0502099999866914,0.05162949999794364,0.8938843000214547
70,faca,knife,congruent,18,KGHFGJSX,PorEng,m,True,1.0349126000073738,208007.7805576,0.49956009999732487,0.10037120000924915,0.050288099999306723,0.05084860001807101,1.225990399980219
71,perigo,cough,incongruent,95,VCNHKNFZ,PorEng,z,True,0.6301237999869045,208009.5447446,0.4997583000222221,0.09984769998118281,0.05003330000909045,0.05282230000011623,0.8392816999985371
72,escalar,hunger,incongruent,79,JTQVYPIV,PorEng,z,True,0.5850527000147849,208011.2771111,0.4998221999849193,0.09971540002152324,0.05015669998829253,0.063154300005408,0.8194479999947362
73,cegar,blind,congruent,25,IFQEQCOC,PorEng,z,True,0.7252466999925673,208013.1725893,0.49946219997946173,0.10028509999392554,0.04983090001042001,0.05157280000275932,0.9540579000022262
74,prato,tooth,incongruent,70,YGAWSRXL,PorEng,m,True,0.6208284000167623,208014.9515512,0.4995535000052769,0.10003370000049472,0.050152799987699836,0.050798900017980486,0.8238235999888275
75,dente,knife,incongruent,69,IQOCUCTD,PorEng,m,True,0.6149741999979597,208016.7137477,0.5008272999839392,0.10002320000785403,0.04981870000483468,0.051766299991868436,0.8638383000215981
76,darde,evening,control,140,UNJZDIBV,PorEng,z,True,0.8193299999984447,208018.7186337,0.49974440000369214,0.10012489999644458,0.04932220000773668,0.05228919998626225,1.0165838000248186
77,seco,dream,incongruent,88,JQNDZYPX,PorEng,z,True,0.7160123000212479,208020.5655896,0.5001745000190567,0.09960959997260943,0.05067390002659522,0.05174749999423511,0.9233283000066876
78,findo,bottom,control,141,XADDWKSA,PorEng,z,True,1.0586078999913298,208022.7585343,0.5003307999868412,0.09976160002406687,0.05030479998094961,0.051533899997593835,1.2701326000096742
79,peixe,bridge,incongruent,63,EXJAVPKE,PorEng,m,True,0.8211471000104211,208024.721498,0.49920059999567457,0.10006080000312068,0.050433199998224154,0.05138799999258481,1.054000600008294
80,lobo,lake,incongruent,60,GYKULSXW,PorEng,m,True,1.14095709999674,208027.0414899,0.49983260000590235,0.09972860000561923,0.049803400004748255,0.05147559999022633,1.3445190000056755
81,caixa,box,congruent,17,XEJLMGTC,PorEng,z,False,0.7630696999840438,208028.9647129,0.49993680001352914,0.10024659999180585,0.04976009999518283,0.051800399989588186,0.9703802000149153
82,safato,shoe,control,106,ERZZWTMC,PorEng,m,True,1.653928799991263,208031.7555368,0.49954829999478534,0.10025769998901524,0.05004540001391433,0.05113300000084564,1.875591699994402
83,peite,fish,control,113,KCAWUCTI,PorEng,m,True,0.6374474999902304,208033.5565719,0.5000415999966208,0.09982080000918359,0.050197300006402656,0.0514578000002075,0.8562290999980178
84,feio,ugly,congruent,31,RNWGDUCV,PorEng,z,True,0.6102072000212502,208035.3142903,0.5005547000037041,0.10001119997468777,0.050211000023409724,0.05211200000485405,0.8327183999936096
85,butão,cow,incongruent,51,TFRHQXXM,PorEng,m,True,0.8638088000006974,208037.3337309,0.5002632999967318,0.09957789999316446,0.05022480001207441,0.05140679999021813,1.07674719998613
86,bicicleta,fish,incongruent,64,OKRHABRT,PorEng,m,True,0.6527427000110038,208039.1234952,0.5005228999943938,0.09995430000708438,0.04964869999093935,0.05193140002666041,0.8537705999915488
87,outobo,autumn,control,143,WLBGLKYF,PorEng,z,True,0.7647750999894924,208041.0535024,0.4994849000067916,0.10038029999122955,0.04970530001446605,0.05223939998541027,0.9987570999946911
88,metade,half,congruent,34,YSNSRZPM,PorEng,z,True,0.678555199992843,208042.9171896,0.49978670000564307,0.09997020001173951,0.04655989998718724,0.05507279999437742,0.9008435000141617
89,deio,ugly,control,131,WUVKJFQN,PorEng,z,True,0.5997647999902256,208044.6894829,0.5000150999985635,0.09984879998955876,0.05038540001260117,0.05208090000087395,0.8006728999898769
90,dente,tooth,congruent,19,MTCIVAIJ,PorEng,m,True,0.5335994999913964,208046.389517,0.49984350000158884,0.10005340000498109,0.0499087999924086,0.05166520000784658,0.7479358999989927
91,lei,law,congruent,32,GXBJOAKT,PorEng,z,True,0.6629482000134885,208048.2023126,0.49979329999769107,0.1000785999931395,0.05044429999543354,0.050902499991934747,0.9045618000091054
92,creme,cream,congruent,4,VTDSEVWW,PorEng,m,True,0.5771040999970865,208049.9692804,0.49987119997967966,0.10002620000159368,0.05005930000334047,0.053348999994341284,0.8061514000000898
93,sapato,ladder,incongruent,56,RQARRJGE,PorEng,z,False,0.5718741999880876,208051.7137258,0.5002535999810789,0.1002106000087224,0.049262399988947436,0.05301960001816042,0.781004499993287
94,chover,late,incongruent,99,GJNOOETD,PorEng,z,True,0.8546345999930054,208053.7125393,0.49986270000226796,0.10036559999571182,0.049809499992989004,0.05187870000372641,1.058522900013486
95,draço,arm,control,116,VDFHOVRT,PorEng,m,True,0.6598773000005167,208055.5011173,0.49982480000471696,0.10083689997554757,0.0487804000149481,0.051895299984607846,0.874977300001774
96,melhor,better,congruent,33,NAALKIFT,PorEng,z,True,0.6467766999849118,208057.2888214,0.49918320000870153,0.10047449998091906,0.04980830001295544,0.051852600008714944,0.8673241999931633
97,ponte,bridge,congruent,12,VCIMECQY,PorEng,m,True,0.5598477000021376,208058.9862932,0.49980890000006184,0.09968639997532591,0.05123110002023168,0.05152179999276996,0.8005537999852095
98,vaca,cow,congruent,0,HDTLYIJQ,PorEng,m,True,0.6351901000016369,208060.7945513,0.500072499999078,0.09961099998326972,0.04994980001356453,0.051681899989489466,0.7985015999875031
99,fundo,evening,incongruent,91,RVYQRYED,PorEng,z,True,0.6719765999878291,208062.5675479,0.49982249998720363,0.0998711000138428,0.050215099996421486,0.05396189997554757,0.8885965000081342
100,fome,hunger,congruent,28,SPGSLCWO,PorEng,z,True,0.7043785999994725,208064.4155288,0.499662599992007,0.10000740000396036,0.04972310000448488,0.052756299992324784,0.9261109000071883
101,cantar,danger,incongruent,96,GRNDFUMY,PorEng,z,True,0.6643696000101045,208066.2436593,0.4995874000014737,0.10021940001752228,0.05024219999904744,0.053273099998477846,0.8981258999847341
102,fundo,bottom,congruent,41,XYCBUXPS,PorEng,z,True,1.0473866000247654,208068.4427649,0.4996734999876935,0.09992169999168254,0.05002540000714362,0.052608099998906255,1.3023025000002235
103,medade,half,control,134,JQNUITSF,PorEng,z,True,0.6389301000162959,208070.2844878,0.5000381999998353,0.09941610001260415,0.05007699999259785,0.05253889999585226,0.8544491000066046
104,nomento,moment,control,142,XVENGMMZ,PorEng,z,True,0.5454080000054091,208071.9910094,0.5000274000049103,0.09966819998226129,0.05159250000724569,0.05028409999795258,0.7573089000070468
105,prafundo,deep,control,136,AILLCUGW,PorEng,z,True,0.5791467000090051,208073.70899,0.5003694999904837,0.09996070002671331,0.0500082999933511,0.05203550000442192,0.8091122999903746
106,profundo,deep,congruent,36,UQJVGUFG,PorEng,z,True,0.5525657999969553,208075.4314682,0.49965890002204105,0.09964400000171736,0.049754499981645495,0.05106950001209043,0.7611084999807645
107,lovo,wolf,control,110,ETXVONPF,PorEng,m,True,0.5246052000147756,208077.0874749,0.4994492999976501,0.1014632000005804,0.04873020001105033,0.0512620999943465,0.7399048999941442
108,corango,strawberry,control,107,VOMEHSOE,PorEng,m,True,0.656166899978416,208078.9385034,0.5004026000096928,0.1003762999898754,0.04969109999365173,0.05324570002267137,0.8658617000037339
109,toelho,rabbit,control,121,MRHHDEIL,PorEng,z,False,0.5717720999964513,208080.6525028,0.4997915000130888,0.10028260000399314,0.050059499975759536,0.05149570002686232,0.780761399975745
110,daixa,box,control,117,NLLFAJMS,PorEng,z,False,0.9156944999995176,208082.7135004,0.5004270999925211,0.09951629998977296,0.05044110000017099,0.05124460000661202,1.1493074999889359
111,coelho,plate,incongruent,71,CFCFBDYN,PorEng,m,True,0.8070679000229575,208084.6894816,0.49932519998401403,0.10011690002284013,0.050329399993643165,0.05180419998941943,1.0322068000095896
112,bicicleta,bike,congruent,14,IPEHCEDJ,PorEng,m,True,0.6340040999930352,208086.4824359,0.500495200016303,0.09960319998208433,0.04991970001719892,0.05139859998598695,0.8325049999984913
113,garganta,throat,congruent,8,CRSGVALQ,PorEng,m,True,0.7527426000160631,208088.385528,0.5000149999978021,0.09976109999115579,0.05016220000106841,0.05132610001601279,0.9810430999787059
114,togo,fire,control,115,QRDWBUXL,PorEng,m,True,0.6304262999910861,208090.197111,0.49998669998603873,0.09973750001518056,0.049823999986983836,0.05154630000470206,0.8389306000026409
115,apegria,joy,control,130,RGJEOEPP,PorEng,z,True,0.9987726999970619,208092.3324601,0.49952670000493526,0.10014259998570196,0.04958830002578907,0.051485099975252524,1.2363441000052262
116,armário,rabbit,incongruent,72,NRKBOGAP,PorEng,m,True,0.7008492000168189,208094.2024837,0.49978189999819733,0.10020849999273196,0.04956079999101348,0.05233160001807846,0.9502433000016026
117,ponde,bridge,control,112,TWHCREUA,PorEng,m,True,0.6282053999893833,208096.0127112,0.5000500000023749,0.10048370002186857,0.049232899997150525,0.05154049998964183,0.8239324000023771
118,atrasaco,late,control,148,LCOKZNPI,PorEng,z,True,0.6768943000060972,208097.8126444,0.4999738000042271,0.09994080002070405,0.05071059998590499,0.0516905999975279,0.8928144999954384
119,suave,doubt,incongruent,77,OVSZMSSR,PorEng,z,True,0.6091806000040378,208099.5776352,0.4998202999995556,0.09993420002865605,0.050058199994964525,0.05103629999211989,0.8265030999900773
120,fogo,bike,incongruent,65,KRCVKLCN,PorEng,m,True,0.6524134000064805,208101.3885043,0.5001437999890186,0.09966860001441091,0.050407799979439005,0.051363500009756535,0.8894123999925796
121,canudo,straw,congruent,11,UHKNZTEA,PorEng,m,True,1.1406218000047375,208103.7274304,0.49963999999454245,0.10016339999856427,0.049835999991046265,0.051877499994589016,1.3501333000021987
122,faca,box,incongruent,68,UPINSEII,PorEng,m,True,0.8283397000050172,208105.6990536,0.4993096999824047,0.10034530001576059,0.050058099994203076,0.05144149999250658,1.0686487999919336
123,lobo,wolf,congruent,10,XCSOJRGA,PorEng,m,True,0.9984609000093769,208107.8696877,0.4998199999972712,0.0999833999958355,0.04978450000635348,0.051843399996869266,1.2080078000144567
124,tristeza,half,incongruent,85,BGVWOVGK,PorEng,z,True,1.2328976999851875,208110.2544906,0.5001921000075527,0.09975729999132454,0.04991120001068339,0.05185290001099929,1.4468139999953564
125,profundo,sadness,incongruent,86,MIFMTKQG,PorEng,z,True,0.6344989000062924,208112.023502,0.49981039998237975,0.09984560002340004,0.04997009999351576,0.05243869998957962,0.8136174000101164
126,sonho,dream,congruent,37,NJJOFCPO,PorEng,z,True,1.2334245999809355,208114.3734357,0.5002895999932662,0.10051879999809898,0.04926030000206083,0.0521782000141684,1.457582699978957
127,escada,ladder,congruent,5,RZRNAGFF,PorEng,z,False,0.8721664999902714,208116.428521,0.4994790000200737,0.10009779999381863,0.04971530000329949,0.051699599978746846,1.1104444000229705
128,cato,cat,control,124,IBECHLFO,PorEng,m,True,1.5665606999828015,208119.1734297,0.4998773999977857,0.10009259998332709,0.04978500001016073,0.051464099989971146,1.7823626000026707
129,tristuza,sadness,control,135,HBPBDPUC,PorEng,z,True,0.6498539999884088,208120.9744485,0.4997657999920193,0.09996930000488646,0.05010980000952259,0.05168969999067485,0.8846783000044525
130,leão,wardrobe,incongruent,73,SYZPBTEB,PorEng,m,True,0.9529836000001524,208123.094437,0.5000624000094831,0.1000087000138592,0.04986589998588897,0.05164389999117702,1.1292945000168402
131,cavalo,cherry,incongruent,53,GDWZHTWT,PorEng,m,True,0.6998131000145804,208124.909434,0.5000174000160769,0.10013869998510927,0.05008519999682903,0.052313400025013834,0.9232026999816298
132,lago,lake,congruent,9,MNHPTPNZ,PorEng,m,True,0.7534051999973599,208126.8455063,0.49964100000215694,0.10060500001418404,0.04993340000510216,0.051236300001619384,0.9825222999788821
133,dúvida,doubt,congruent,26,LQVSZJED,PorEng,z,True,0.6089633999799844,208128.6185053,0.499993400007952,0.0997131000040099,0.05002590001095086,0.05170029998407699,0.8502306000154931
134,alegria,joy,congruent,30,HWXETLUE,PorEng,z,True,0.614369999995688,208130.4068009,0.49993199997697957,0.10011080000549555,0.049835900019388646,0.05092270000022836,0.8211956999730319
135,cantar,sing,congruent,46,PSZYDXEQ,PorEng,z,True,1.7941767000011168,208133.3381064,0.5000785000156611,0.10029390000272542,0.049727599980542436,0.051847800001269206,2.0204410000005737
136,banudo,straw,control,111,ICHAUXLL,PorEng,m,True,0.7639417999889702,208135.2584885,0.500164400000358,0.0997098000079859,0.050073199992766604,0.05194979999214411,1.007291099987924
137,gato,lion,incongruent,74,KVBZGEQN,PorEng,m,True,0.7616399999824353,208137.1897427,0.5003704999980982,0.09942410001531243,0.049865399982081726,0.051698199997190386,0.9828994999988936
138,bosse,cough,control,144,GTBGJSNX,PorEng,z,True,0.7063321000023279,208139.0353941,0.5000601999927312,0.09963130002142861,0.05017049997695722,0.05197600001702085,0.9517478999914601
139,tristeza,sadness,congruent,35,RXXXNYMK,PorEng,z,True,0.5846289000182878,208140.7974491,0.4999676000152249,0.10006339999381453,0.050200300000142306,0.051650900015374646,0.8172935000038706
140,belhor,better,control,133,NQIQAJLH,PorEng,m,False,0.623864399996819,208142.5873752,0.5000471999810543,0.10036670000408776,0.049816900020232424,0.05191559999366291,0.7797799999825656
141,fapa,knife,control,118,HERFVXBE,PorEng,m,True,0.6294572000042535,208144.2924653,0.5002872000040952,0.09980269998777658,0.050416600017342716,0.05113469998468645,0.8366144000028726
142,cegar,rain,incongruent,75,FVOLFTAK,PorEng,z,True,1.0513280000013765,208146.4814106,0.5002349999849685,0.0995114000106696,0.050111599994124845,0.0512870000093244,1.298838099988643
143,momento,bottom,incongruent,92,PVDUEYUW,PorEng,z,True,1.6986029999970924,208149.363393,0.5002395000192337,0.09986829999252222,0.05016379998414777,0.051956300012534484,1.9060257000091951
144,vaca,cat,incongruent,50,CPKSDCOV,PorEng,m,True,0.7513002000050619,208151.2504271,0.4999750000133645,0.10035090000019409,0.04976219998206943,0.05228840000927448,0.9711653999984264
145,tosse,autumn,incongruent,94,IOBOSOFV,PorEng,z,True,0.6050310999853536,208153.0204854,0.49998900000355206,0.09975960000883788,0.050118999992264435,0.05176010000286624,0.8392011999967508
146,semana,week,congruent,39,TLGRRZEK,PorEng,z,True,0.5804561999975704,208154.7796875,0.4992929000000004,0.10015430001658387,0.05007699999259785,0.05169890000252053,0.8138114000030328
147,escelar,climb,control,129,ZUQHUDBC,PorEng,z,True,0.779957499995362,208156.7297068,0.5002232999831904,0.10012240000651218,0.049795900005847216,0.05139779997989535,0.9994638000207487
