,response_time,group,pair_index,l1_l2,z_score_norm,exp_norm,rescaling_data
0,927.97,congruent,32,EngPor,0.5525206350779424,4.729442610199523e-08,0.742309538587603
1,705.53,congruent,23,EngPor,0.36540034863507465,5.11405405674671e-09,0.7083036497778703
2,534.06,control,123,EngPor,0.22115688740346826,9.206203406585475e-10,0.682089885373065
3,611.35,congruent,37,EngPor,0.286174541328883,1.9940992550544033e-09,0.6939057240086712
4,658.19,control,142,EngPor,0.32557714075787025,3.185446434943297e-09,0.7010664677231465
5,652.4,congruent,29,EngPor,0.320706494927515,3.0062469705632992e-09,0.7001813117430694
6,560.81,congruent,2,EngPor,0.24365943938308843,1.2029687346360534e-09,0.6861793365763573
7,570.15,congruent,6,EngPor,0.2515164051957857,1.3207403454799828e-09,0.6876072047721985
8,637.11,incongruent,56,EngPor,0.30784428858103313,2.5800078644326637e-09,0.6978438272982717
9,781.01,congruent,19,EngPor,0.42889539997794307,1.0878544415727676e-08,0.719842781621777
10,676.57,incongruent,74,EngPor,0.3410387073143345,3.828191303597896e-09,0.7038763411106798
11,641.6,incongruent,96,EngPor,0.31162135244602357,2.6984902424630114e-09,0.6985302435937027
12,629.4,congruent,13,EngPor,0.3013585063095239,2.3885642355363917e-09,0.6966651480916405
13,581.49,incongruent,94,EngPor,0.2610558048013518,1.4793346814745304e-09,0.6893408263290335
14,604.04,control,139,EngPor,0.2800252458159475,1.8535309602883953e-09,0.6927881954742389
15,617.64,incongruent,93,EngPor,0.29146579560745534,2.1235568604199118e-09,0.6948673183289967
16,639.58,control,100,EngPor,0.3099220943152261,2.6445275971799546e-09,0.6982214326990991
17,544.86,congruent,31,EngPor,0.23024202988495981,1.0256150148675773e-09,0.6837409535224317
18,600.69,congruent,35,EngPor,0.27720716921289235,1.7924662182663525e-09,0.6922760585945742
19,586.97,incongruent,62,EngPor,0.26566567339381236,1.5626646094986017e-09,0.6901785905381566
20,681.16,congruent,25,EngPor,0.3448998928689683,4.008000334171144e-09,0.7045780450741606
21,776.09,incongruent,54,EngPor,0.4247566128474859,1.0356273249453775e-08,0.7190906283537322
22,760.88,control,136,EngPor,0.41196170385271863,8.895027806176341e-09,0.7167653740433741
23,725.78,control,149,EngPor,0.38243499078787124,6.261955065642148e-09,0.7113994025579327
24,897.25,incongruent,83,EngPor,0.5266784520194776,3.478521524269725e-08,0.7376131669627378
25,630.8,control,106,EngPor,0.302536209964532,2.4222393103330532e-09,0.6968791754443361
26,763.15,control,128,EngPor,0.4138712662076247,9.099254136653964e-09,0.7171124041081022
27,768.2,incongruent,61,EngPor,0.41811941153461846,9.570566959802681e-09,0.7178844313446117
28,664.17,control,124,EngPor,0.3306076177985479,3.381747024641035e-09,0.701980670272518
29,731.77,congruent,39,EngPor,0.38747387999751326,6.648507857494282e-09,0.7123151338741092
30,798.02,incongruent,64,EngPor,0.4432044993862922,1.2895680974887314e-08,0.7224432139570295
31,672.75,congruent,41,EngPor,0.33782525876995506,3.6847122920232787e-09,0.7032923521911815
32,676.05,control,112,EngPor,0.34060127452818856,3.8083363763697244e-09,0.7037968452368213
33,657.68,congruent,48,EngPor,0.3251481201406886,3.1692420145202267e-09,0.7009885006160931
34,602.84,incongruent,65,EngPor,0.27901578554022627,1.8314215107747746e-09,0.6926047434576424
35,660.32,congruent,11,EngPor,0.3273689327472755,3.2540242045191515e-09,0.7013920950526049
36,698.24,control,132,EngPor,0.3592678774600679,4.754504322609047e-09,0.7071891787770478
37,740.31,incongruent,50,EngPor,0.39465787229306304,7.2412398892661765e-09,0.7136207007255527
38,641.79,incongruent,89,EngPor,0.31178118365634605,2.703622247784867e-09,0.6985592901629972
39,838.91,control,102,EngPor,0.47760185828149476,1.9410078610225857e-08,0.7286943414225482
