,response_time,group,pair_index,l1_l2,z_score_norm,exp_norm,rescaling_data
0,1235.98,incongruent,58,EngPor,2.6077190420322927,0.030973508971953168,0.8030418815937507
1,972.18,control,100,EngPor,1.0608842021902956,0.0022147339642668,0.5230529198242374
2,800.58,incongruent,95,EngPor,0.054679279836669974,0.0003981733920540256,0.3409221167929696
3,895.08,control,129,EngPor,0.6087956269370061,0.001024425830074492,0.4412214226580909
4,1103.88,incongruent,76,EngPor,1.8331288891015587,0.008265847690172698,0.6628351270457876
5,1295.93,congruent,46,EngPor,2.959245761700707,0.056409201358855084,0.8666709121399309
6,869.74,congruent,43,EngPor,0.4602103546034343,0.0007951156444879357,0.41432634952981384
7,791.09,control,106,EngPor,-0.0009669014753109225,0.0003621243165804356,0.3308497314738161
8,556.11,incongruent,56,EngPor,-1.3788109146143266,3.454240047944851e-05,0.08144940457237472
9,1288.39,control,109,EngPor,2.915033727233654,0.05231234000812504,0.858668195037042
10,761.37,congruent,47,EngPor,-0.17523502672210461,0.0002690204956858462,0.2993058651213144
11,682.6,control,126,EngPor,-0.6371159226066916,0.00012237469014559312,0.21570188286739267
12,999.55,congruent,12,EngPor,1.2213727145726894,0.0029119771686218813,0.5521025706340614
13,684.1,congruent,36,EngPor,-0.6283204250336704,0.00012422414674509203,0.21729393534144223
14,686.35,control,147,EngPor,-0.6151271786741386,0.00012705087144832572,0.21968201405251653
15,777.59,congruent,33,EngPor,-0.0801263796325018,0.0003163937774054815,0.3165212592073702
16,775.54,incongruent,66,EngPor,-0.09214689298229785,0.000309973735234573,0.3143454541595024
17,713.02,incongruent,96,EngPor,-0.4587432318258217,0.0001658838042462782,0.2479887070411174
18,1344.51,congruent,48,EngPor,3.24410260976562,0.09169173917371955,0.9182321849328154
19,858.77,incongruent,54,EngPor,0.3958859490194057,0.0007125054554176773,0.4026831391029315
20,686.8,control,117,EngPor,-0.6124885294022325,0.00012762388869167436,0.22015962979473133
