,response_time,group,pair_index,l1_l2,z_score_norm,exp_norm,rescaling_data
70,564.81,congruent,20,PorEng,-1.1941143234493405,0.0010730454690107533,0.15330075207009183
71,553.68,incongruent,71,PorEng,-1.3376382296392095,0.0009600219197992023,0.1251171152920918
72,570.56,congruent,30,PorEng,-1.1199667528660748,0.001136553955518989,0.16786103162745936
73,847.34,incongruent,68,PorEng,2.4491749142706714,0.01809798920299524,0.8687295839558382
74,602.12,congruent,35,PorEng,-0.7129933045864453,0.001558308344522202,0.2477779747284192
75,642.8,congruent,33,PorEng,-0.18841536174692428,0.002340584860076147,0.3507887873186295
76,673.15,incongruent,76,PorEng,0.20295485863605245,0.00317053656934537,0.42764174115621284
77,684.06,incongruent,77,PorEng,0.34364181429925705,0.003536016596494848,0.45526828897723526
78,821.04,control,132,PorEng,2.1100303740376463,0.013912682557427456,0.8021321313717049
79,671.02,incongruent,61,PorEng,0.17548801944607753,0.0031037182813982694,0.42224810716365757
80,525.64,control,126,PorEng,-1.6992204694922128,0.000725278788879758,0.0541135955027728
81,770.65,incongruent,74,PorEng,1.460239751134906,0.008405622593869731,0.6745334379985314
82,692.68,incongruent,64,PorEng,0.4547986940258224,0.003854344055581422,0.4770960472006279
83,652.1,congruent,26,PorEng,-0.06848972584703276,0.002568702322081369,0.3743384568635893
84,836.97,control,114,PorEng,2.31545138262746,0.016315259545945655,0.8424704363019424
85,754.71,control,142,PorEng,1.2546897902484273,0.007167098054773339,0.6341698108429771
86,636.49,control,131,PorEng,-0.26978426094351604,0.002197457122284212,0.33481046314350116
87,599.77,incongruent,82,PorEng,-0.7432970943030845,0.0015221150354385769,0.24182725177888634
88,691.61,incongruent,73,PorEng,0.4410007982825025,0.003813322431256576,0.4743865690916919
89,647.08,congruent,7,PorEng,-0.13322377877364017,0.0024429365953660474,0.3616266997543746
90,641.03,control,143,PorEng,-0.21123991825690322,0.002299520995325096,0.34630675343749207
91,628.14,control,134,PorEng,-0.3774594286600848,0.0020214212201314706,0.31366640500367177
92,577.85,congruent,39,PorEng,-1.0259605285961595,0.0012225035403362176,0.18632093388366983
93,584.29,incongruent,62,PorEng,-0.9429152495429027,0.0013038231567822362,0.20262844698792126
94,649.93,control,135,PorEng,-0.09647237422367486,0.0025135619188061333,0.3688435339697652
95,692.94,congruent,3,PorEng,0.45815145373915406,0.0038643783891068465,0.4777544250588744
96,656.78,incongruent,87,PorEng,-0.008140051007088447,0.0026917750297024714,0.38618925831202044
97,659.62,incongruent,95,PorEng,0.0284824012462119,0.0027693173293952818,0.39338077030209423
98,558.79,control,145,PorEng,-1.2717436060426028,0.0010103540746142518,0.13805677242916103
99,610.69,incongruent,80,PorEng,-0.602481186343212,0.001697744895436193,0.2694791218252262
100,662.24,incongruent,65,PorEng,0.062267902972847816,0.0028428322840794544,0.4000151933351904
101,754.73,control,136,PorEng,1.2549476948417602,0.0071685316177358075,0.6342204552936114
102,722.42,incongruent,54,PorEng,0.8383028243121394,0.005189310508452196,0.5524043452938644
103,703.64,incongruent,93,PorEng,0.5961304111723607,0.004300799081506643,0.5048492061482364
104,711.57,congruent,36,PorEng,0.6983895824289349,0.004655739866835238,0.5249297308247451
105,650.19,incongruent,88,PorEng,-0.09311961451034323,0.002520105683002166,0.3695019118280117
106,565.7,incongruent,50,PorEng,-1.1826375690460165,0.0010826381980090702,0.1555544301233194
107,587.94,control,144,PorEng,-0.8958476612596111,0.0013522918751978426,0.2118710592286852
108,514.61,control,124,PorEng,-1.841454852715416,0.0006495346070709098,0.026183180977944424
109,631.94,control,138,PorEng,-0.32845755592679526,0.002099713356153922,0.32328885062419305
110,612.54,control,146,PorEng,-0.5786250114599016,0.0017294455024944777,0.2741637335089007
111,600.54,congruent,27,PorEng,-0.7333677674597605,0.001533880560350926,0.24377706312830769
112,650.53,incongruent,94,PorEng,-0.08873523642368161,0.0025286886250576335,0.37036286748879493
113,655.66,congruent,10,PorEng,-0.022582708233742,0.0026617953489688514,0.3833531690764984
114,578.04,incongruent,66,PorEng,-1.023510434959496,0.0012248285050799352,0.18680205616469572
115,690.47,congruent,37,PorEng,0.4263002364625161,0.0037700974063084613,0.4714998354055356
116,722.77,incongruent,59,PorEng,0.842816154695469,0.00520750491687306,0.5532906231799651
117,704.13,congruent,45,PorEng,0.6024490737090217,0.004321924712533191,0.5060899951887773
118,603.77,control,127,PorEng,-0.6917161756364649,0.0015842337284446995,0.2519561419057507
119,574.06,congruent,14,PorEng,-1.0748334490327827,0.0011770376764496356,0.17672381048846564
120,665.06,control,121,PorEng,0.09863245063281383,0.002924141222246737,0.4071560608746296
121,643.68,incongruent,92,PorEng,-0.17706755964026802,0.0023612729007169864,0.35301714314653965
122,571.16,congruent,16,PorEng,-1.1122296150660815,0.0011433937782006926,0.16938036514648905
123,605.02,control,141,PorEng,-0.6755971385531463,0.00160416093562698,0.2551214200703958
124,714.79,incongruent,83,PorEng,0.7399122219555626,0.004808094435385901,0.5330834873768707
125,678.42,control,106,PorEng,0.27091271897932356,0.0033421049677526877,0.44098655389835656
126,660.07,control,129,PorEng,0.034285254596207196,0.0027818073388218897,0.3945202704413666
127,565.28,congruent,11,PorEng,-1.1880535655060125,0.0010781006530919473,0.15449089665999846
128,665.38,incongruent,69,PorEng,0.10275892412614404,0.00293351346174348,0.40796637208477887
129,561.05,control,118,PorEng,-1.242600386995963,0.001033448055738792,0.14377959535083937
130,736.97,incongruent,63,PorEng,1.0259284159619693,0.006002048564329528,0.5892481831303337
131,577.4,incongruent,66,EngPor,-1.031763381946155,0.0012170146337071469,0.18518143374439747
132,664.64,incongruent,85,EngPor,0.09321645417281929,0.0029118855839694656,0.40609252741130897
133,620.39,congruent,19,EngPor,-0.4773974585766603,0.0018706778247984863,0.2940416803828721
134,601.32,incongruent,59,EngPor,-0.7233094883197686,0.00154589161092293,0.24575219670304646
135,680.81,incongruent,73,EngPor,0.3017323178826286,0.0034229434483831005,0.44703856574915796
136,633.22,congruent,1,EngPor,-0.31195166195347734,0.0021267624318883523,0.32653009546478956
137,691.69,incongruent,71,EngPor,0.4420324166558354,0.003816374309790231,0.47458914689422926
138,613.04,congruent,2,EngPor,-0.5721773966265742,0.0017381143841509285,0.2754298447747588
139,580.02,control,106,EngPor,-0.9979778802195189,0.0012493217928388495,0.19181585677749363
140,675.15,control,101,EngPor,0.22874531796936226,0.003234585656649981,0.432706186219645
141,581.37,congruent,11,EngPor,-0.9805693201695346,0.001266301995524255,0.1952343571953104
142,609.69,congruent,16,EngPor,-0.6153764160098669,0.001680852051475102,0.2669468992935101
143,639.09,control,142,EngPor,-0.23625666381021299,0.0022553402271148987,0.34139424172596305
144,545.34,incongruent,70,EngPor,-1.4451844450591105,0.000883203923008724,0.10399837937757983
145,560.39,control,112,EngPor,-1.2511112385759546,0.0010266497576324712,0.14210832847990684
146,588.3,incongruent,76,EngPor,-0.8912053785796167,0.0013571688993247967,0.21278265934010276
147,719.62,incongruent,92,EngPor,0.8021961812455063,0.005046025170138382,0.5453141222050595
148,657.99,congruent,0,EngPor,0.0074631768895644605,0.002724543356136886,0.38925324757539703
149,769.95,control,128,EngPor,1.4512130903682483,0.008346988693784507,0.6727608822263302
150,507.56,control,123,EngPor,-1.9323662218653332,0.0006053193181113713,0.008331012129345979
151,899.18,incongruent,94,EngPor,3.1176636201900605,0.03039265107831486,1.0
152,672.11,control,119,EngPor,0.1895438197827318,0.0031377338587803487,0.4250082297232282
153,651.52,incongruent,82,EngPor,-0.07596895905369314,0.0025538469707765596,0.3728697677951939
154,651.62,control,135,EngPor,-0.07467943608702736,0.00255640209509657,0.3731229900483655
155,579.0,congruent,10,EngPor,-1.0111310144795067,0.001236643479868823,0.18923298979514325
156,609.79,incongruent,88,EngPor,-0.6140868930432026,0.0016825337442328125,0.2672001215466815
157,680.84,control,100,EngPor,0.3021191747726294,0.003423970485465479,0.4471145324251097
158,652.27,congruent,47,EngPor,-0.06629753680370196,0.0025730728299079952,0.3747689346939809
159,592.89,control,102,EngPor,-0.8320162744096703,0.0014209147272520512,0.2244055607606797
160,597.79,congruent,17,EngPor,-0.7688296490430615,0.0014922735632263214,0.23681345116608846
161,745.73,incongruent,77,EngPor,1.138890627841866,0.0065515445980515626,0.6114304525081665
162,669.08,incongruent,93,EngPor,0.1504712738927678,0.003044086445785991,0.4173355954521285
163,671.61,congruent,42,EngPor,0.18309620494940435,0.003122084345871857,0.42374211845737014
164,666.66,incongruent,56,EngPor,0.11926481809946197,0.002971303776103348,0.4112076169253754
165,725.07,incongruent,57,EngPor,0.8724751829287761,0.005328665535963819,0.5591147350029123
166,695.59,control,137,EngPor,0.49232381235578926,0.003968153361880625,0.48446481476792197
167,536.94,control,113,EngPor,-1.5535043742590113,0.0008120452923200532,0.08272771011116475
168,666.46,incongruent,50,EngPor,0.11668577216613188,0.0029653671071989364,0.41070117241903237
169,603.02,incongruent,98,EngPor,-0.7013875978864561,0.0015723964208720885,0.2500569750069636
170,644.84,congruent,35,EngPor,-0.16210909322694728,0.0023888231488751995,0.35595452128333055
171,546.24,congruent,20,EngPor,-1.4335787383591214,0.0008911886356258416,0.10627737965612426
172,733.63,control,127,EngPor,0.9828583488753414,0.005804891001660938,0.5807905598744019
173,597.72,control,121,EngPor,-0.7697323151197265,0.0014912293372537923,0.23663619558886848
174,794.41,incongruent,53,EngPor,1.7666304080146262,0.010660025793026301,0.7346990453521056
175,679.33,control,144,EngPor,0.2826473779759806,0.0033726569235243377,0.4432908764022184
176,669.25,control,141,EngPor,0.1526634629360986,0.003049265793942399,0.41776607328252013
177,714.88,incongruent,91,EngPor,0.7410727926255619,0.004812423668240308,0.5333113874047252
178,825.17,congruent,29,EngPor,2.1632876725609314,0.014499306755864855,0.8125902104276924
179,735.18,congruent,33,EngPor,1.002845954858656,0.00589556774150384,0.5847155047985617
180,578.33,congruent,24,EngPor,-1.019770818356165,0.0012283856631308677,0.18753640069889357
181,730.34,congruent,39,EngPor,0.9404330432720472,0.005617017551989406,0.572459547745056
182,645.74,congruent,44,EngPor,-0.15050338652695816,0.0024104195954488387,0.35823352156187493
183,599.71,control,126,EngPor,-0.7440708080830831,0.001521202040343233,0.24167531842698353
184,530.47,congruent,12,EngPor,-1.636936510202269,0.0007611695388343602,0.06634423033096161
185,679.04,congruent,15,EngPor,0.27890776137264967,0.0033628903867691244,0.4425565318680206
186,590.21,control,125,EngPor,-0.8665754899163047,0.001383339963345987,0.2176192043756807
187,578.29,control,115,EngPor,-1.0202866275428322,0.0012278944071233658,0.18743511179762473
188,625.08,control,149,EngPor,-0.4169188314400481,0.0019605025400117105,0.30591780405662067
189,657.58,congruent,30,EngPor,0.0021761327262363587,0.00271339559689931,0.3882150363373935
190,565.14,incongruent,63,EngPor,-1.1898588976593438,0.0010765923682233794,0.15413638550555825
191,588.63,control,118,EngPor,-0.8869499527896201,0.0013616549546127006,0.21361829277556918
192,554.15,congruent,3,EngPor,-1.3315774716958815,0.0009645446428959602,0.12630725988199842
193,556.9,congruent,4,EngPor,-1.2961155901125805,0.0009914377053829475,0.13327087184421768
194,504.27,incongruent,54,EngPor,-1.974791527468628,0.0005857283510434516,0.0
195,576.41,congruent,7,EngPor,-1.0445296593161433,0.001205025632310369,0.1826745334379985
196,593.85,control,110,EngPor,-0.8196368539296811,0.0014346211944105266,0.2268364943911272
197,734.6,incongruent,52,EngPor,0.995366721651997,0.005861472420614195,0.5832468157301666
198,603.44,control,138,EngPor,-0.6959716014264601,0.0015790143738125394,0.25112050847028455
199,713.94,incongruent,64,EngPor,0.7289512767389071,0.004767398834012099,0.5309310982249122
200,668.35,control,140,EngPor,0.14105775623610947,0.003021945527407875,0.41548707300397575
201,629.47,congruent,34,EngPor,-0.36030877320343324,0.002048485702213221,0.31703426097085424
202,668.06,congruent,23,EngPor,0.13731813963277856,0.0030131945803845263,0.41475272846977784
203,633.46,congruent,25,EngPor,-0.30885680683348005,0.0021318727917036895,0.32713782887240145
204,580.3,control,124,EngPor,-0.9943672159128559,0.0012528247957742792,0.19252487908637406
205,511.04,incongruent,69,EngPor,-1.887490822625374,0.0006267552523668711,0.01714314653971801
206,677.85,control,130,EngPor,0.2635624380693311,0.00332310915892279,0.43954318705527856
207,897.12,control,109,EngPor,3.0910994470767523,0.02977296712475843,0.994783621584665
208,646.77,incongruent,87,EngPor,-0.13722129997030394,0.002435375218110559,0.36084171076954247
209,670.62,congruent,41,EngPor,0.17032992757941587,0.00309132820494568,0.4212352181509712
210,744.41,congruent,22,EngPor,1.121868924681881,0.006465632476797932,0.6080879187663012
211,697.58,congruent,45,EngPor,0.5179853193924326,0.004047910565925469,0.489503937606037
212,642.97,congruent,43,EngPor,-0.186223172703592,0.002344567238400764,0.35121926514902146
213,598.44,congruent,27,EngPor,-0.7604477497597346,0.0015020049340800576,0.23845939581170414
214,668.95,incongruent,62,EngPor,0.14879489403610272,0.003040131704545236,0.4170064065230054
215,593.6,incongruent,80,EngPor,-0.8228606613463448,0.0014310391208820735,0.2262034387581982
216,626.35,incongruent,90,EngPor,-0.4005418897633966,0.001985559698437679,0.30913372667190003
217,648.41,control,134,EngPor,-0.11607312331699007,0.0024756446786955715,0.3649945557215568
218,740.46,incongruent,99,EngPor,1.070932767498595,0.0062152182334916685,0.5980856397660228
219,585.51,control,108,EngPor,-0.9271830693495834,0.0013198272256115312,0.20571775847661497
220,753.81,control,107,EngPor,1.243084083548437,0.007102883570904959,0.6318908105644324
221,652.33,congruent,32,EngPor,-0.0655238230237019,0.002574617136851697,0.37492086804588404
222,701.73,incongruent,75,EngPor,0.5715005225090503,0.004219433335495718,0.5000126611126587
223,794.16,control,111,EngPor,1.7634066005979625,0.010633409013381194,0.7340659897191766
224,849.76,control,133,EngPor,2.480381370063976,0.018541303003716442,0.8748575624825911
225,678.18,incongruent,84,EngPor,0.26781786385932627,0.0033340935333967974,0.44037882049074467
226,671.31,incongruent,97,EngPor,0.179227636049407,0.0031127321281749485,0.42298245169785514
227,641.64,control,147,EngPor,-0.20337382816024355,0.0023135909431087833,0.34785140918183893
228,691.14,incongruent,61,EngPor,0.4349400403391743,0.003795441868068285,0.4731964245017853
229,669.14,congruent,31,EngPor,0.15124498767276637,0.0030459134456986246,0.41748752880403134
230,681.3,control,132,EngPor,0.30805098041928963,0.0034397570309162213,0.4482793547896989
231,683.13,control,117,EngPor,0.33164925070926865,0.0035032840842486343,0.45291332202273943
232,649.81,control,136,EngPor,-0.0980198017836735,0.002510547453544457,0.36853966726595927
233,546.94,congruent,40,EngPor,-1.4245520775924623,0.0008974488412323606,0.10804993542832564
234,668.03,congruent,49,EngPor,0.13693128274277924,0.003012290757590611,0.41467676179382645
235,741.7,incongruent,68,EngPor,1.0869228522852472,0.006292766746716559,0.6012255957053508
236,587.18,incongruent,81,EngPor,-0.9056480358062703,0.0013420534123861092,0.20994657010458073
237,539.14,congruent,13,EngPor,-1.5251348689923716,0.0008301082527826538,0.08829859968093998
238,628.34,control,139,EngPor,-0.3748803827267532,0.0020254681081107516,0.3141728495100151
239,846.36,incongruent,78,EngPor,2.4365375891973495,0.01792149514224211,0.8662480058747565
240,891.58,incongruent,89,EngPor,3.0196598747234846,0.028168401579686735,0.980755108758958
241,598.69,control,120,EngPor,-0.7572239423430709,0.001505764644094593,0.23909245144463315
242,596.81,congruent,18,EngPor,-0.7814669741163836,0.0014777207077696078,0.23433187308500664
243,707.03,control,103,EngPor,0.6398452397423207,0.004449095594551526,0.5134334405307539
244,710.1,control,114,EngPor,0.6794335948189518,0.004587801064394278,0.5212073637031224
245,785.52,incongruent,74,EngPor,1.6519918162780645,0.009753252687443708,0.7121875870451496
246,707.02,control,104,EngPor,0.6397162874456542,0.004448650707236808,0.5134081183054368
247,725.97,congruent,26,EngPor,0.8840808896287653,0.005376839985633915,0.5613937352814566
248,731.5,control,143,EngPor,0.9553915096853666,0.00568255433404427,0.5753969258818465
249,673.72,congruent,5,EngPor,0.21030513954604638,0.003188660231157017,0.4290851079992911
250,711.2,incongruent,51,EngPor,0.6936183474522726,0.004638545458599133,0.5239928084880101
251,628.9,congruent,14,EngPor,-0.3676590541134272,0.002036842548223297,0.31559089412777597
252,734.81,congruent,9,EngPor,0.9980747198819936,0.005873794446296103,0.5837785824618267
253,791.01,control,116,EngPor,1.722786627148,0.010303677170240066,0.7260894887442709
254,841.16,incongruent,95,EngPor,2.3694823949307433,0.01701339267551506,0.8530804487098327
255,718.84,control,146,EngPor,0.7921379021055158,0.0050068192755737895,0.543338988630321
256,656.41,congruent,38,EngPor,-0.01291128598375082,0.0026818338645892407,0.3852523359752855
