,prime,target,class,pair_index,mask,key_name,correct,key_rt,key_tDown,bm_dur,prime_dur,fm_dur,target_dur,frame_rate
156,cet,gato,control,124,IHTLGOCU,m,True,-4.343924100001459,27868.3841252,0.4912051000028441,0.09900719999859575,0.05017009999937727,0.05092580000200542,60.812417408680936
157,bry,seco,control,138,ZJOPGIWP,z,True,0.7019862999986799,27875.17877,0.48121339999852353,0.10332550000021001,0.045591400001285365,0.05038159999821801,60.012698687236664
158,dooth,dente,control,119,BRLOGIFO,m,True,-3.0241122000006726,27873.3358256,0.4838372999984131,0.1008999000005133,0.04996889999893028,0.049874000000272645,59.52193174922465
159,cough,perigo,incongruent,95,VNCPGZHM,z,True,0.7864760000011302,27879.2644866,0.48306390000288957,0.09987969999929192,0.0495295000000624,0.05071699999825796,59.72919975512861
160,week,tarde,incongruent,90,KCUHLVWO,m,False,-3.1542913999983284,27877.3072681,0.48389749999842024,0.10078440000143019,0.04968209999788087,0.04989190000196686,60.1198549425327
161,ting,cantar,control,146,AHMUZZUW,z,True,1.1009684999989986,27883.8445532,0.48483300000225427,0.1006491999978607,0.04961130000083358,0.049639100001513725,59.8315502536792
162,kadness,tristeza,control,135,EYRWYRLH,z,True,1.1535268999978143,27886.1980566,0.47638110000116285,0.10047359999953187,0.049970500000199536,0.049140900002385024,60.40022396381095
163,bike,bicicleta,congruent,14,RPPDLZVB,m,True,-5.932307299997774,27881.4677058,0.479578099999344,0.09948520000034478,0.050602499999513384,0.05044060000000172,59.7225291304555
164,blind,cegar,congruent,25,MDSCQRNW,z,True,1.2696168000002217,27891.2020558,0.48014820000025793,0.10025010000026668,0.05058869999993476,0.050848899998527486,59.443278035506324
165,dream,seco,incongruent,88,CXHWHZPE,z,True,0.7684990000016114,27893.152804,0.4785918999987189,0.10177330000078655,0.05000049999944167,0.05002579999927548,59.46179936147481
166,pake,lago,control,109,UOBRSSQP,m,True,-5.688187300002028,27888.6777711,0.47835769999801414,0.09894610000264947,0.04792319999978645,0.05143119999775081,60.16557566336979
167,poubt,dúvida,control,126,YGSRYSSX,z,True,2.2011204000009457,27899.3539888,0.4876377999971737,0.09881200000017998,0.051306699999258853,0.05076830000325572,59.97454680140082
168,daw,lei,control,132,TJFVJPWU,z,True,0.8576412000002165,27901.3938591,0.47736600000280305,0.09964409999884083,0.05069369999910123,0.050394400001096074,60.43775062779816
169,moment,outono,incongruent,93,JEIJLAHA,z,True,0.8196389000004274,27903.5390823,0.489519200000359,0.10099970000010217,0.04908570000043255,0.05022099999769125,59.26161216452412
170,evening,tarde,congruent,40,QWOAKQFL,z,True,0.7238115000000107,27905.5949988,0.48760029999903054,0.1013572000010754,0.04884899999888148,0.04906000000119093,60.160327272179096
171,bix,caixa,control,117,PDMOMJSJ,m,True,-10.821931100002985,27895.930725,0.4770764000022609,0.10039219999816851,0.051599099999293685,0.04865830000198912,59.71561037714642
172,arn,braço,control,116,GNYKRDMD,m,True,-1.1593603999972402,27907.8471037,0.49152939999839873,0.09864910000032978,0.0492192999990948,0.052252500001486624,60.27702113312425
173,strawperry,morango,control,107,UGOBWIBO,m,True,-1.176074700000754,27909.8468744,0.4815965000016149,0.09960470000078203,0.04967649999889545,0.04895020000185468,60.88213340707541
174,fire,fogo,congruent,15,HNNJJMYP,z,False,1.0478490999994392,27913.9515325,0.4762924999995448,0.09944779999932507,0.051761200000328245,0.04830040000160807,59.97907929800103
175,dream,sonho,congruent,37,CKEHOXIQ,z,True,1.130083399999421,27916.3004916,0.4882648999991943,0.09919870000157971,0.05001089999859687,0.05155949999971199,59.852786087756506
176,law,lei,congruent,32,FJAFKXIY,z,True,0.6566124999990279,27918.1425165,0.47616829999969923,0.09947400000237394,0.05184039999949164,0.048427499998069834,59.75700411949136
177,knife,dente,incongruent,69,DMVVLCXT,m,True,-7.633891400000721,27911.6870682,0.47907999999733875,0.09978370000317227,0.05027719999998226,0.049859699996886775,60.338304807691316
178,blate,prato,control,120,XGHOHZTC,m,True,-1.1682952000010118,27920.106814,0.4842400000015914,0.10632719999921392,0.04479670000000624,0.04993560000002617,60.79396923854543
179,tooth,dente,congruent,19,LNNCYNDO,m,True,-1.3102429999999003,27921.9985514,0.4848956999994698,0.10037340000053518,0.04997459999867715,0.05089159999988624,60.84520068282701
180,cat,vaca,incongruent,50,UIHKWMXK,m,True,-1.1723406999990402,27923.9170046,0.47590109999873675,0.09785330000158865,0.049419099999795435,0.0518584000019473,60.178465256381934
181,dabbit,coelho,control,121,FJOQEZFE,m,True,-1.2777363999994122,27925.7299009,0.47646289999829605,0.10122279999995953,0.048189699999056756,0.0503790000002482,60.0963344247757
182,harse,cavalo,control,103,ZNFFREUS,m,True,-1.5133089000009932,27927.5330765,0.48189300000012736,0.0997624999981781,0.05056020000120043,0.051137200000084704,59.32457781752515
183,summer,verão,congruent,47,GFJJZMSC,z,True,0.8167818000001716,27932.0917927,0.4824860999979137,0.10027999999874737,0.050408500002959045,0.04972759999873233,60.36711658382743
184,danger,perigo,congruent,45,LSAGQSQE,z,True,0.9789917999987665,27934.2871448,0.48329089999970165,0.10179090000019642,0.048918000000412576,0.04995330000019749,59.325950416368585
185,fice,fogo,control,115,VNCBVIWR,z,False,0.823588800001744,27936.3981739,0.49159729999882984,0.09914800000115065,0.05122739999933401,0.04993789999934961,59.59358367712314
186,soft,suave,congruent,27,NBMLBLOF,z,True,1.4867073999994318,27939.1158015,0.4920185000009951,0.09926940000150353,0.049593499999900814,0.04996720000053756,60.08402149586299
187,joy,feio,incongruent,81,QOQUIKBA,z,True,0.8626689999982773,27941.3565552,0.4810776000012993,0.09927830000015092,0.049651299999823095,0.05070319999867934,60.91543718974298
188,half,metade,congruent,34,SRWIIENU,z,True,2.054741500000091,27944.5636012,0.4788778000001912,0.09777480000047944,0.048709900001995265,0.049649499997030944,60.03572125400817
189,blind,dúvida,incongruent,76,DBRJCORK,z,True,0.7378627000034612,27946.5504972,0.481908999998268,0.09926350000023376,0.050130600000557024,0.05024090000006254,59.796417119142305
190,horse,cavalo,congruent,3,VEPGPYNU,m,True,-17.90954050000073,27930.0540803,0.482901800001855,0.09984489999988,0.04896369999914896,0.051725000001169974,59.09987346748885
191,late,atrasado,congruent,48,AXFMXZPD,z,True,3.561574900002597,27953.863657,0.488208200000372,0.10272959999929299,0.048540499999944586,0.051306400000612484,60.035036447162994
192,dry,semana,incongruent,89,UVNXDTST,z,True,0.8377164000012272,27956.0405514,0.48207490000277176,0.10050919999775942,0.05052849999992759,0.049925100000109524,60.10756850409922
193,bridge,peixe,incongruent,63,QNNAGYSG,m,True,-8.157870900002308,27949.0730366,0.4919296000007307,0.09936219999872264,0.05097179999938817,0.047752300000865944,60.47565310688315
194,deep,profundo,congruent,36,DZIQOOHH,z,True,0.720133499999065,27959.8517692,0.4856151000021782,0.09971629999927245,0.0496698999995715,0.05020900000090478,60.42467671296555
195,bridge,ponte,congruent,12,JPQETKHA,m,True,-3.249157700000069,27957.9837544,0.48945129999992787,0.09934570000041276,0.04940730000089388,0.050621999998838874,59.81075875875872
196,bottom,momento,incongruent,92,SUKGKOBC,z,True,0.8186530999992101,27964.3377638,0.4765360999990662,0.10029709999798797,0.050270400002773385,0.049694699999236036,59.8855467425757
197,knife,faca,congruent,18,HOKHNBXE,m,True,-3.2270567000014125,27962.3045278,0.4863913999979559,0.09896420000222861,0.050846399997681146,0.04914710000230116,60.12791612937898
198,button,butão,congruent,1,FRXXIYMX,m,True,-1.2311149000015575,27966.2859851,0.4867220999985875,0.10106520000044839,0.047681700001703575,0.051015799999731826,59.17268304924687
199,arm,braço,congruent,16,OCVMGNWV,m,True,-1.2154599999994389,27969.420894,0.4747133999990183,0.10033040000053006,0.050616900000022724,0.049017699999239994,59.504612202682935
200,charry,cereja,control,102,GEIHCRYM,m,True,-1.420729500001471,27971.6168213,0.4857103999966057,0.09856070000023465,0.05034750000049826,0.05048270000042976,60.17068015113342
201,tooth,prato,incongruent,70,WLOJGQGJ,m,True,-1.1941100000003644,27974.212792,0.49118580000140355,0.10212759999922127,0.04951159999836818,0.049769900000683265,60.090448143084465
202,wardrobe,leão,incongruent,73,GTXFZPFC,m,True,-1.1869493999984115,27976.0016681,0.48951660000238917,0.0991206999970018,0.05189850000169827,0.05027390000032028,60.20632708399072
203,hunger,fome,congruent,28,SVDKSNFQ,m,False,-1.2137223999998241,27977.8429642,0.474398199999996,0.09981020000122953,0.05066580000129761,0.05194629999823519,60.11840921934149
204,lion,gato,incongruent,74,EXNSUQWS,m,True,-1.1558169999989332,27979.8350572,0.48071920000074897,0.09963330000027781,0.051079199998639524,0.05052670000077342,60.2727341216986
205,autumn,tosse,incongruent,94,OPGJKOGQ,m,False,-1.208021700000245,27982.0346545,0.4839274999976624,0.10293359999923268,0.05020400000285008,0.05004759999792441,59.489390662258536
206,ladder,sapato,incongruent,56,IFXQUXJU,m,True,-1.2382803000000422,27984.1329512,0.49225120000119205,0.09840609999810113,0.049820799998997245,0.04916080000111833,59.70142125164713
207,wolf,lobo,congruent,10,QHHOSVDQ,m,True,-1.1443525000031514,27986.2607745,0.4757217000005767,0.0979923000013514,0.05024469999989378,0.05045809999865014,60.08037552508577
208,danber,perigo,control,145,ICSFAOGY,z,True,0.7789196000012453,27990.3346871,0.481553100002202,0.10030320000078063,0.04729189999852679,0.05030790000091656,59.76864751922581
209,climb,escalar,congruent,29,BFWCKGIJ,z,True,1.3909908000023279,27992.9339719,0.47381839999798103,0.10035140000036336,0.04915719999917201,0.05163360000005923,60.413287298097735
210,pridge,ponte,control,112,LGPBAVVW,m,True,-6.030259700000897,27988.1285784,0.48649890000160667,0.09776630000123987,0.04993389999799547,0.05048660000102245,60.00416428971293
211,better,melhor,congruent,33,KGXDHQBW,z,True,0.8376175000012154,27998.2309012,0.4790269000004628,0.09873470000093221,0.0490788999995857,0.05225849999987986,60.61311376831875
212,outumn,outono,control,143,WTKIIGQO,z,True,0.7373575000019628,28000.1120009,0.4797595999989426,0.10054590000072494,0.04845750000094995,0.050672500001383014,59.70716026100139
213,law,melhor,incongruent,83,ZUXWXLMJ,z,True,0.8445910000009462,28002.1370152,0.4875943000006373,0.09903459999986808,0.05048069999975269,0.04995950000011362,60.04650000892154
214,boft,suave,control,127,IGQFEMBH,z,True,0.9906706999972812,28004.32781,0.4834565000019211,0.10052639999776147,0.05188869999983581,0.05463240000244696,59.46940210043578
215,rain,cegar,incongruent,75,TIOESAQU,z,True,1.081283199997415,28006.589782,0.48421240000243415,0.09950159999789321,0.049411500000132946,0.049801500001194654,60.390849578529014
216,doubt,dúvida,congruent,26,SEKFXZGG,z,True,0.8130388000026869,28008.6245702,0.47906000000148197,0.09979949999978999,0.04896709999957238,0.0510534999993979,60.84860684121094
217,straw,canudo,congruent,11,NVXCPHGV,m,True,-13.883941200001573,27995.9925019,0.4786026999972819,0.1004666000008001,0.04744290000235196,0.05053789999874425,59.27264170528346
218,pish ,peixe,control,113,UWROJTPF,m,True,-1.2853505999992194,28011.091613,0.48806640000111656,0.09863939999922877,0.049048799999582116,0.05018990000098711,59.96012651502066
219,dow,vaca,control,100,VLLPHUHH,m,True,-1.1814531000018178,28013.4154886,0.4861453999983496,0.10174460000052932,0.050304899999900954,0.049440800001320895,60.6193968730224
220,strawberry,morango,congruent,7,EPQXMKQK,m,True,-1.2126241000005393,28015.3323618,0.4743138999983785,0.10119119999944814,0.04930400000012014,0.04932250000274507,61.36859327220632
221,tream,creme,control,104,XGTSUOMR,m,True,-1.3262691000018094,28017.3876484,0.48192419999759295,0.09841610000148648,0.04983899999933783,0.05190009999932954,59.31732872659827
222,deep,sonho,incongruent,87,XHISZQTT,m,False,-1.3059824999982084,28019.3785895,0.47903750000114087,0.09966509999867412,0.05127369999900111,0.05078929999945103,59.90445239833218
223,horse,creme,incongruent,54,MQXQGMJV,m,True,-1.2251815000017814,28021.2895201,0.4816609999979846,0.09909470000275178,0.05151359999945271,0.05059600000095088,59.47527345196755
224,dunger,fome,control,128,BLLTRIJA,z,True,4.075730700002168,28028.4715312,0.4868739000012283,0.0992417999987083,0.04774100000213366,0.049261500000284286,59.72680957395648
225,dain,chover,control,149,TLRAOBQZ,z,True,1.5372607999997854,28031.2535383,0.4839578999999503,0.10066029999870807,0.05097659999955795,0.04945930000030785,60.46300147964343
226,cow,vaca,congruent,0,BSGXHSYL,m,True,-9.313821100000496,28023.1549639,0.4779769999986456,0.09745570000086445,0.05013379999945755,0.052152899999782676,60.88799045256724
227,dry,seco,congruent,38,XUPETOHJ,z,True,0.8525742999991053,28036.9359662,0.4890077999989444,0.10170110000035493,0.051511699999537086,0.048091000000567874,59.78054561669129
228,rain,chover,congruent,49,IEHOXFAR,z,True,0.6976614000013797,28039.0495192,0.4802072999991651,0.09967119999782881,0.05019480000191834,0.04965989999982412,59.35355667278704
229,sammer,verão,control,147,KBDFLZJT,z,True,0.7665382999985013,28041.1175898,0.4826319000021613,0.0983340999991924,0.04956600000150502,0.049542799999471754,60.01169027764319
230,doubt,suave,incongruent,77,GAOVCCDK,z,True,0.7282419000002847,28043.1026251,0.49062770000091405,0.09918520000064746,0.05225390000123298,0.049027199998818105,59.30181599985561
231,plate,prato,congruent,20,LCYTJXMD,z,False,0.5311015000006591,28044.8158411,0.48061669999879086,0.10051469999962137,0.05076740000004065,0.04888540000320063,58.89628364452949
232,monent,momento,control,142,HUPGPOBA,z,True,0.8454185000009602,28046.9996709,0.4859242999991693,0.09965350000129547,0.04943550000098185,0.05056789999798639,
233,half,tristeza,incongruent,85,OGDELWAX,z,True,0.9076631000025372,28049.6695073,0.48017819999950007,0.09912919999987935,0.050720900002488634,0.050365499999315944,60.02184795306377
234,throad,garganta,control,108,EHGAWPRU,m,True,-16.050056299998687,28034.8685918,0.4733188999998674,0.0994609000008495,0.050236999999469845,0.05060140000205138,60.115084317624635
235,evening,fundo,incongruent,91,LMJBEUKP,z,True,0.9606201999995392,28054.1356871,0.48668309999993653,0.0999305999976059,0.04895749999923282,0.05155440000089584,59.85067257189508
236,wardrobe,armário,congruent,22,EXFDZOZC,m,True,-3.4206419000001915,28051.9693554,0.4785387999982049,0.09752039999875706,0.049936900002649054,0.05124520000026678,59.46190543235292
237,autumn,outono,congruent,43,XTWAGNSW,z,True,0.7153781000015442,28058.224869,0.48826180000105524,0.10161290000178269,0.04755909999948926,0.05227709999962826,60.65528328749487
238,danger,cantar,incongruent,96,PMXYICJP,z,True,1.0735463999990316,28060.5348212,0.48415440000098897,0.09769439999945462,0.05031550000057905,0.050028599998768186,60.07629689622356
239,dough,tosse,control,144,ABDDMWOQ,z,True,0.7944361000008939,28062.5505199,0.4821126999995613,0.10040929999740911,0.050551200001791585,0.048008999998273794,60.609476775534674
240,summer,atrasado,incongruent,98,PESJVLVF,z,True,1.3155919999990147,28065.0294794,0.48507059999974445,0.1017814000006183,0.049995299999864073,0.05083879999801866,60.63248166828288
241,box,faca,incongruent,68,HUKKZJHI,m,True,-10.066579500002263,28056.3085768,0.47648779999872204,0.09981350000089151,0.04885160000048927,0.05126100000052247,59.33453940663943
242,cream,creme,congruent,4,TBCNNLAQ,m,True,-1.200606100002915,28067.0075835,0.4826915000012377,0.1009081000011065,0.04930189999868162,0.049661100001685554,59.44723582198476
243,shoa,sapato,control,106,GAJJXPDQ,m,True,-1.1627167000006011,28068.9448645,0.4762016999993648,0.09884759999840753,0.05069240000011632,0.04874580000250717,60.822404054413106
244,better,metade,incongruent,84,URXDKVCR,z,True,0.9414507000001322,28073.0357606,0.4902284000017971,0.09924909999972442,0.05036879999897792,0.05120829999941634,59.29235757081961
245,straw,ponte,incongruent,62,NNGHMCWW,m,True,-3.3731168000012985,28070.8612835,0.4868434999989404,0.10344759999861708,0.05028190000302857,0.05117949999839766,60.04678845776491
246,uply,feio,control,131,PILPXHDA,z,True,0.656760400001076,28076.8326916,0.505947899997409,0.0994974999994156,0.050623700000869576,0.049992500000371365,60.074528460148684
247,rabbit,armário,incongruent,72,UQMENTOU,m,True,-3.1382168000018282,28074.9116735,0.47751830000197515,0.10127839999768184,0.05010730000140029,0.05127639999773237,60.46950946042574
248,joy,alegria,congruent,30,ILTTFRLG,z,True,1.4646476000016264,28081.9505503,0.4832091999996919,0.09957660000145552,0.051163500000257045,0.050914299998112256,59.94366494302055
249,lake,lobo,incongruent,60,XWSYYJDS,m,True,-4.2214334000018425,28078.9563795,0.4833474999977625,0.09704079999937676,0.05074930000046152,0.04963290000159759,59.917553446883225
250,pardrobe,armário,control,122,KWYCTVWZ,m,True,-1.315335999999661,28083.9695608,0.48984740000014426,0.10052369999903021,0.049482100002933294,0.050256599999556784,59.687274494802836
251,putton,butão,control,101,IOSQFMLR,m,True,-1.2660616000030132,28086.2644576,0.48212019999846234,0.09803409999949508,0.050633599999855505,0.049888000001374166,59.818987742744994
252,climp,escalar,control,129,VQQNXOWI,m,False,-1.352646499999537,28088.7105531,0.4782763999974122,0.09718980000252486,0.050844599998526974,0.050111200001992984,60.05695801921577
253,bike,fogo,incongruent,65,DAHCQTTH,m,True,-1.198679399996763,28091.7998393,0.4766797999982373,0.09893759999977192,0.04963739999948302,0.05160570000225562,61.05792626467194
254,throat,lago,incongruent,59,ICHDWKAO,m,True,-1.4520813999988604,28093.9488465,0.4844030999993265,0.10004950000075041,0.05054489999747602,0.05073840000113705,60.95033766553044
255,wolf,canudo,incongruent,61,ZHDZTDFT,m,True,-1.318458499998087,28096.9966974,0.48080660000050557,0.1023830000012822,0.04916159999993397,0.04828809999889927,59.02860171821901
256,cream,escada,incongruent,55,OROHXPJY,m,True,-1.1951936000004935,28099.2245538,0.4797552000018186,0.10036469999977271,0.04978789999950095,0.052029900001798524,60.197193968095476
257,sing,cantar,congruent,46,HCOXNMNA,z,True,0.894070999998803,28103.4798288,0.48885539999901084,0.0996002000028966,0.05109420000007958,0.05091049999828101,59.603387141367776
258,button,cereja,incongruent,52,AECUPSVA,m,True,-3.372305000000779,28101.3665921,0.4769321999992826,0.09910970000055386,0.04879389999769046,0.05352660000062315,60.76238565313778
259,lion,leão,congruent,23,LWXJYKPA,m,True,-1.2432200000002922,28106.0267381,0.4760344999995141,0.09883650000119815,0.04883289999997942,0.05182999999669846,60.00729688697741
260,shoe,sapato,congruent,6,OFPIEZAM,m,True,-1.3964444000012008,28108.9606927,0.6170038999989629,0.10131109999929322,0.050548800001706695,0.04942799999844283,59.58992596642889
261,fire,braço,incongruent,66,SUMSQMVH,m,True,-1.2577945000011823,28111.0765449,0.4908726000030583,0.09816879999925732,0.04979789999924833,0.04948729999887291,60.177922043949394
262,rabbit,coelho,congruent,21,ZWGVOLUS,m,True,-1.2108016000020143,28116.8766653,0.4893510999972932,0.10125760000300943,0.048294099997292506,0.050471700000343844,60.230260285015504
263,lake,lago,congruent,9,CXZEKFAS,m,True,-1.1762362999979814,28118.9328987,0.4921838999980537,0.09716720000142232,0.05229870000039227,0.05038520000016433,59.69921149245732
264,box,caixa,congruent,17,WKMBJQIA,z,False,0.933953499999916,28124.556903,0.4792315000013332,0.10126049999962561,0.049796200000855606,0.05148699999699602,59.023689156536705
265,sadness,profundo,incongruent,86,TIGCAGRP,z,True,0.6935020999990229,28126.5383745,0.4805151000000478,0.09985229999801959,0.05361790000097244,0.04816629999913857,59.948049020753
266,pate,atrasado,control,148,XJLZNFJD,z,True,1.5479473000013968,28129.2944742,0.47886449999714387,0.09997300000031828,0.05102500000066357,0.05160810000234051,60.75640509124934
267,ebening,tarde,control,140,RGLTLZBV,z,True,0.7403095000008761,28131.3468511,0.4828235999993922,0.10103080000044429,0.04665250000107335,0.049774799997976515,
268,cherry,cereja,congruent,2,UBHBQTGX,m,True,-10.660962300000392,28122.4124878,0.4866094000026351,0.10320729999875766,0.048405099998490186,0.04866799999945215,59.8993929800961
269,liom,leão,control,123,ADWVFFRW,m,True,-1.2484050999992178,28133.7426485,0.4834171000002243,0.10167750000255182,0.0502556999999797,0.04718279999724473,60.31010248497377
270,fish,bicicleta,incongruent,64,ORWDFCGY,m,True,-1.2029259000009915,28135.6403523,0.4782967999999528,0.0968033999997715,0.05007670000122744,0.050464299998566275,60.04887978852963
271,ladder,escada,congruent,5,XGWCQQHD,m,True,-1.204982100000052,28137.5185118,0.47437079999872367,0.10001040000133798,0.04988299999968149,0.049389700001484016,59.484365724704524
272,cough,tosse,congruent,44,ZCOJYHNI,z,True,0.7283110000025772,28141.3597473,0.4778227999995579,0.10027950000221608,0.049542699998710304,0.05141630000071018,59.876797502184445
273,sing,verão,incongruent,97,SQKSYDKD,z,True,0.7372582999996666,28143.3298773,0.47554830000080983,0.09998350000023493,0.051158599999325816,0.0482523000027868,60.06839387395402
274,poy,alegria,control,130,OFLXMHHM,z,True,0.7638681999997061,28145.2568479,0.4857609999999113,0.09943639999983134,0.04904030000034254,0.04988960000264342,60.206653317769025
275,climb,alegria,incongruent,80,YZRMQWKM,z,True,0.5935524999986228,28147.0184304,0.4769222000031732,0.10094509999908041,0.04884459999811952,0.049816200000350364,60.04156076810448
276,dalf,metade,control,134,JTKQQLXH,m,False,-9.079786099999183,28139.3983615,0.4927897000015946,0.09981160000097589,0.04686849999779952,0.05054949999976088,60.28501549572339
277,shoe,morango,incongruent,57,ZEHCHFKY,m,True,-1.241862199996831,28149.3425443,0.4807713000009244,0.10184020000087912,0.050657499999942956,0.05054949999976088,60.81755827336011
278,ugly,lei,incongruent,82,KEQZSBQP,z,True,0.7512951999997313,28153.248525,0.483654600000591,0.10123039999962202,0.04998609999893233,0.04958880000049248,59.90280171433219
279,petter,melhor,control,133,KBAYGFZL,z,True,0.9560623999968811,28155.4705663,0.4800621000031242,0.10179369999968912,0.048625799998262664,0.0508140000019921,60.223549815914076
280,pottom,fundo,control,141,WHJHNGBU,z,True,1.7999883999982558,28158.5286709,0.4908309999991616,0.09759000000121887,0.05019679999895743,0.049491300000227056,59.01097604246883
281,late,chover,incongruent,99,PRXTWLXO,z,True,1.0696816000017861,28160.8314758,0.4892533000020194,0.09975159999885364,0.04762269999991986,0.049348500000633067,59.93116306695507
282,hunger,escalar,incongruent,79,ITDUMMTV,z,True,1.2421901000016078,28163.3077582,0.4782630000008794,0.0979007999994792,0.050974699999642326,0.049421299998357426,60.29879257686965
283,ceek,semana,control,139,UKSTREJS,z,True,0.6934223999996902,28165.1486817,0.4769512000020768,0.10305259999950067,0.05067039999994449,0.04865839999911259,59.367263702638546
284,cow,butão,incongruent,51,QJKCCLZM,m,True,-15.020893799999612,28151.3636464,0.4739930999967328,0.10192690000258153,0.04936789999919711,0.05013709999911953,60.42434811216693
285,pream,sonho,control,137,WQQMZPHJ,z,True,0.7297108999991906,28169.3309697,0.4830509000021266,0.10000039999795263,0.049970600000960985,0.04946600000039325,59.90506245634901
286,fish,peixe,congruent,13,XBXFGIXF,m,True,-3.219803799998772,28167.3805039,0.4851306000018667,0.09942410000076052,0.04888740000023972,0.05029329999888432,60.78953447388197
287,soft,fome,incongruent,78,RRGKYDQU,z,True,1.2774343999990379,28173.7813829,0.48180149999825517,0.09901800000079675,0.051545899998018285,0.050314100000832696,60.37068809945978
288,knipe,faca,control,118,JKJDUVJX,m,True,-3.6159598999984155,28171.3214429,0.4861185000008845,0.0987831999991613,0.05135760000121081,0.0498325999978988,59.302871029317195
289,week,semana,congruent,39,LEZLCNBJ,z,True,1.3548899000015808,28178.4263704,0.4778416999979527,0.09931860000142478,0.05006159999902593,0.04988890000095125,61.5755963603673
290,plate,coelho,incongruent,71,NOCAXPQJ,m,True,-4.037959400000545,28175.6558562,0.47975099999894155,0.10330520000206889,0.04922509999960312,0.05168570000023465,60.19107053390802
291,arm,caixa,incongruent,67,EUYFYUUF,z,False,2.204732400001376,28184.1914799,0.4797507000002952,0.10003169999981765,0.049639400000160094,0.04960149999897112,58.82685139813007
292,throat,garganta,congruent,8,RWTAAGRX,m,True,-4.9332828000005975,28180.437647,0.48706229999879724,0.10020250000161468,0.05095729999811738,0.049518300002091564,60.117939373059045
293,moment,momento,congruent,42,ZBWPWPVW,z,True,1.5508607999981905,28189.1542484,0.4878763999986404,0.10044860000198241,0.048076099999889266,0.05019040000115638,59.824355691860106
294,cherry,cavalo,incongruent,53,OPYKGXHP,m,True,-3.9949663000006694,28186.4095318,0.4881636000027356,0.09963019999850076,0.05010740000216174,0.05027899999913643,60.08662087294544
295,sadness,tristeza,congruent,35,JYARCISD,z,True,0.8344539999998233,28193.2391906,0.484794600000896,0.09980049999649054,0.0492041000034078,0.05024369999955525,60.29657473135607
296,bottom,fundo,congruent,41,BSIAOGFV,z,True,0.8373162000025332,28195.2753034,0.4786311999996542,0.09944050000194693,0.04913079999823822,0.049881300001288764,59.95631582850533
297,strawberry,garganta,incongruent,58,YBLONECO,m,True,-5.201654799999233,28191.2364119,0.4741032999991148,0.0997404000008828,0.050449700000172015,0.04924440000104369,59.758861044803446
298,strat,canudo,control,111,YVKSTRXL,m,True,-1.1602435000022524,28197.3811713,0.4825003999976616,0.09898050000265357,0.05110119999881135,0.049494399998366134,59.689697140238096
299,bice,bicicleta,control,114,YOMLUIXK,m,True,-1.1500745999983337,28200.5423817,0.4736449999982142,0.09965680000095745,0.05075030000080005,0.04951050000090618,60.15182320151407
